time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-0.9983,26.9690,-0.0122,0.2469,-1,27,-0.0122,0.2472
0.0021,-0.9999,24.3901,-0.0122,0.2233,-1,-1,-0.0122,-0.0092
0.0042,-1.0018,21.8485,-0.0122,0.2000,-1,-1,-0.0122,-0.0092
0.0063,-1.0041,19.3775,-0.0123,0.1774,-1,-1,-0.0122,-0.0092
0.0083,-1.0067,17.0036,-0.0123,0.1557,-1,-1,-0.0122,-0.0092
0.0104,-1.0098,14.7479,-0.0123,0.1350,-1,-1,-0.0122,-0.0092
0.0125,-1.0133,12.6256,-0.0124,0.1156,-1,-1,-0.0122,-0.0092
0.0146,-1.0173,10.6477,-0.0124,0.0975,-1,-1,-0.0122,-0.0092
0.0167,-1.0217,8.8208,-0.0125,0.0808,-1,-1,-0.0122,-0.0092
0.0187,-1.0267,7.1482,-0.0125,0.0654,-1,-1,-0.0122,-0.0092
0.0208,-1.0321,5.6303,-0.0126,0.0515,-1,-1,-0.0122,-0.0092
0.0229,-1.0381,4.2650,-0.0127,0.0390,-1,-1,-0.0122,-0.0092
0.0250,-1.0445,3.0482,-0.0128,0.0279,-1,-1,-0.0122,-0.0092
0.0271,-1.0514,1.9744,-0.0128,0.0181,-1,-1,-0.0122,-0.0092
0.0292,-1.0588,1.0367,-0.0129,0.0095,-1,-1,-0.0122,-0.0092
0.0312,-1.0665,0.2268,-0.0130,0.0021,-1,-28,-0.0122,-0.2563
0.0333,-1.0745,-0.4655,-0.0131,-0.0043,-1,27,-0.0122,0.2472
0.0354,-1.0828,-1.0520,-0.0132,-0.0096,-1,-1,-0.0122,-0.0092
0.0375,-1.0912,-1.5434,-0.0133,-0.0141,-1,-1,-0.0122,-0.0092
0.0396,-1.0996,-1.9487,-0.0134,-0.0178,-2,-2,-0.0244,-0.0183
0.0417,-1.1080,-2.2765,-0.0135,-0.0208,-2,-2,-0.0244,-0.0183
0.0437,-1.1165,-2.5355,-0.0136,-0.0232,-1,-1,-0.0122,-0.0092
0.0458,-1.1252,-2.7338,-0.0137,-0.0250,-1,-1,-0.0122,-0.0092
0.0479,-1.1346,-2.8795,-0.0139,-0.0264,-1,-1,-0.0122,-0.0092
0.0500,-1.1450,-2.9800,-0.0140,-0.0273,-1,-1,-0.0122,-0.0092
0.0521,-1.1565,-3.0422,-0.0141,-0.0279,-1,-1,-0.0122,-0.0092
0.0542,-1.1694,-3.0726,-0.0143,-0.0281,-1,-1,-0.0122,-0.0092
0.0563,-1.1840,-3.0768,-0.0145,-0.0282,-1,-1,-0.0122,-0.0092
0.0583,-1.2002,-3.0600,-0.0147,-0.0280,-1,-1,-0.0122,-0.0092
0.0604,-1.2181,-3.0267,-0.0149,-0.0277,-1,-1,-0.0122,-0.0092
0.0625,-1.2379,-2.9809,-0.0151,-0.0273,-1,-1,-0.0122,-0.0092
0.0646,-1.2593,-2.9264,-0.0154,-0.0268,-1,-28,-0.0122,-0.2563
0.0667,-1.2823,-2.8679,-0.0157,-0.0263,-1,27,-0.0122,0.2472
0.0688,-1.3067,-2.8105,-0.0160,-0.0257,-1,-1,-0.0122,-0.0092
0.0708,-1.3321,-2.7576,-0.0163,-0.0252,-1,-1,-0.0122,-0.0092
0.0729,-1.3582,-2.7105,-0.0166,-0.0248,-2,-2,-0.0244,-0.0183
0.0750,-1.3847,-2.6696,-0.0169,-0.0244,-2,-2,-0.0244,-0.0183
0.0771,-1.4112,-2.6351,-0.0172,-0.0241,-2,-2,-0.0244,-0.0183
