time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-0.9891,26.9489,-0.0121,0.2467,-1,27,-0.0122,0.2472
0.0021,-0.9896,24.3693,-0.0121,0.2231,-1,-1,-0.0122,-0.0092
0.0042,-0.9903,21.8273,-0.0121,0.1998,-1,-1,-0.0122,-0.0092
0.0063,-0.9914,19.3560,-0.0121,0.1772,-1,-1,-0.0122,-0.0092
0.0083,-0.9929,16.9824,-0.0121,0.1555,-1,-1,-0.0122,-0.0092
0.0104,-0.9948,14.7272,-0.0121,0.1348,-1,-1,-0.0122,-0.0092
0.0125,-0.9972,12.6062,-0.0122,0.1154,-1,-1,-0.0122,-0.0092
0.0146,-1.0001,10.6300,-0.0122,0.0973,-1,-1,-0.0122,-0.0092
0.0167,-1.0037,8.8055,-0.0123,0.0806,-1,-1,-0.0122,-0.0092
0.0187,-1.0078,7.1361,-0.0123,0.0653,-1,-1,-0.0122,-0.0092
0.0208,-1.0127,5.6223,-0.0124,0.0515,-1,-1,-0.0122,-0.0092
0.0229,-1.0184,4.2621,-0.0124,0.0390,-1,-1,-0.0122,-0.0092
0.0250,-1.0248,3.0516,-0.0125,0.0279,-1,-1,-0.0122,-0.0092
0.0271,-1.0321,1.9852,-0.0126,0.0182,-1,-1,-0.0122,-0.0092
0.0292,-1.0402,1.0562,-0.0127,0.0097,-1,-1,-0.0122,-0.0092
0.0312,-1.0493,0.2564,-0.0128,0.0023,-1,-28,-0.0122,-0.2563
0.0333,-1.0592,-0.4244,-0.0129,-0.0039,-1,27,-0.0122,0.2472
0.0354,-1.0701,-0.9977,-0.0131,-0.0091,-1,-1,-0.0122,-0.0092
0.0375,-1.0819,-1.4742,-0.0132,-0.0135,-1,-1,-0.0122,-0.0092
0.0396,-1.0945,-1.8630,-0.0134,-0.0171,-1,-1,-0.0122,-0.0092
0.0417,-1.1079,-2.1724,-0.0135,-0.0199,-1,-1,-0.0122,-0.0092
0.0437,-1.1220,-2.4108,-0.0137,-0.0221,-1,-1,-0.0122,-0.0092
0.0458,-1.1366,-2.5858,-0.0139,-0.0237,-1,-1,-0.0122,-0.0092
0.0479,-1.1517,-2.7051,-0.0141,-0.0248,-1,-1,-0.0122,-0.0092
0.0500,-1.1669,-2.7755,-0.0142,-0.0254,-1,-1,-0.0122,-0.0092
0.0521,-1.1821,-2.8037,-0.0144,-0.0257,-1,-1,-0.0122,-0.0092
