time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-0.9742,27.0097,-0.0119,0.2473,-1,27,-0.0122,0.2472
0.0021,-0.9725,24.4349,-0.0119,0.2237,-1,-1,-0.0122,-0.0092
0.0042,-0.9710,21.8975,-0.0119,0.2005,-1,-1,-0.0122,-0.0092
0.0063,-0.9698,19.4305,-0.0118,0.1779,-1,-1,-0.0122,-0.0092
0.0083,-0.9689,17.0605,-0.0118,0.1562,-1,-1,-0.0122,-0.0092
0.0104,-0.9684,14.8084,-0.0118,0.1356,-1,-1,-0.0122,-0.0092
0.0125,-0.9684,12.6893,-0.0118,0.1162,-1,-1,-0.0122,-0.0092
0.0146,-0.9689,10.7139,-0.0118,0.0981,-1,-1,-0.0122,-0.0092
0.0167,-0.9702,8.8889,-0.0118,0.0814,-1,-1,-0.0122,-0.0092
0.0187,-0.9723,7.2173,-0.0119,0.0661,-1,-1,-0.0122,-0.0092
0.0208,-0.9753,5.6993,-0.0119,0.0522,-1,-1,-0.0122,-0.0092
0.0229,-0.9795,4.3325,-0.0120,0.0397,-1,-1,-0.0122,-0.0092
0.0250,-0.9848,3.1128,-0.0120,0.0285,-1,-1,-0.0122,-0.0092
0.0271,-0.9916,2.0342,-0.0121,0.0186,-1,-1,-0.0122,-0.0092
0.0292,-0.9998,1.0895,-0.0122,0.0100,-1,-1,-0.0122,-0.0092
0.0312,-1.0098,0.2703,-0.0123,0.0025,-1,-28,-0.0122,-0.2563
0.0333,-1.0215,-0.4341,-0.0125,-0.0040,-1,27,-0.0122,0.2472
0.0354,-1.0353,-1.0357,-0.0126,-0.0095,-1,-1,-0.0122,-0.0092
0.0375,-1.0512,-1.5456,-0.0128,-0.0141,-1,-1,-0.0122,-0.0092
0.0396,-1.0694,-1.9731,-0.0131,-0.0181,-1,-1,-0.0122,-0.0092
0.0417,-1.0899,-2.3271,-0.0133,-0.0213,-1,-1,-0.0122,-0.0092
0.0437,-1.1130,-2.6161,-0.0136,-0.0240,-1,-1,-0.0122,-0.0092
0.0458,-1.1386,-2.8483,-0.0139,-0.0261,-1,-1,-0.0122,-0.0092
0.0479,-1.1668,-3.0314,-0.0142,-0.0278,-1,-1,-0.0122,-0.0092
0.0500,-1.1976,-3.1724,-0.0146,-0.0290,-1,-1,-0.0122,-0.0092
0.0521,-1.2309,-3.2780,-0.0150,-0.0300,-1,-1,-0.0122,-0.0092
0.0542,-1.2666,-3.3541,-0.0155,-0.0307,-1,-1,-0.0122,-0.0092
0.0563,-1.3046,-3.4059,-0.0159,-0.0312,-1,-1,-0.0122,-0.0092
0.0583,-1.3446,-3.4380,-0.0164,-0.0315,-1,-1,-0.0122,-0.0092
0.0604,-1.3862,-3.4542,-0.0169,-0.0316,-2,-2,-0.0244,-0.0183
0.0625,-1.4291,-3.4577,-0.0174,-0.0317,-1,-2,-0.0122,-0.0183
0.0646,-1.4730,-3.4518,-0.0180,-0.0316,-1,-29,-0.0122,-0.2655
0.0667,-1.5174,-3.4408,-0.0185,-0.0315,-2,27,-0.0244,0.2472
0.0688,-1.5619,-3.4292,-0.0191,-0.0314,-3,-3,-0.0366,-0.0275
0.0708,-1.6062,-3.4202,-0.0196,-0.0313,-3,-3,-0.0366,-0.0275
0.0729,-1.6505,-3.4151,-0.0201,-0.0313,-2,-3,-0.0244,-0.0275
0.0750,-1.6949,-3.4143,-0.0207,-0.0313,-1,-3,-0.0122,-0.0275
0.0771,-1.7400,-3.4185,-0.0212,-0.0313,-1,-3,-0.0122,-0.0275
0.0792,-1.7860,-3.4278,-0.0218,-0.0314,-1,-3,-0.0122,-0.0275
0.0813,-1.8330,-3.4426,-0.0224,-0.0315,-3,-3,-0.0366,-0.0275
0.0833,-1.8813,-3.4629,-0.0230,-0.0317,-3,-4,-0.0366,-0.0366
0.0854,-1.9310,-3.4887,-0.0236,-0.0319,-2,-3,-0.0244,-0.0275
0.0875,-1.9827,-3.5201,-0.0242,-0.0322,-2,-3,-0.0244,-0.0275
0.0896,-2.0368,-3.5569,-0.0249,-0.0326,-1,-3,-0.0122,-0.0275
0.0917,-2.0938,-3.5991,-0.0256,-0.0330,-2,-3,-0.0244,-0.0275
0.0938,-2.1542,-3.6462,-0.0263,-0.0334,-3,-4,-0.0366,-0.0366
0.0958,-2.2182,-3.6979,-0.0271,-0.0339,-3,-4,-0.0366,-0.0366
0.0979,-2.2865,-3.7542,-0.0279,-0.0344,-2,-31,-0.0244,-0.2838
0.1000,-2.3597,-3.8167,-0.0288,-0.0349,-2,24,-0.0244,0.2197
0.1021,-2.4383,-3.8881,-0.0298,-0.0356,-2,-4,-0.0244,-0.0366
0.1042,-2.5229,-3.9700,-0.0308,-0.0363,-1,-4,-0.0122,-0.0366
0.1062,-2.6138,-4.0623,-0.0319,-0.0372,-1,-4,-0.0122,-0.0366
0.1083,-2.7109,-4.1646,-0.0331,-0.0381,-1,-5,-0.0122,-0.0458
0.1104,-2.8137,-4.2765,-0.0343,-0.0392,-1,-5,-0.0122,-0.0458
0.1125,-2.9213,-4.3978,-0.0357,-0.0403,-1,-5,-0.0122,-0.0458
0.1146,-3.0319,-4.5285,-0.0370,-0.0415,-2,-5,-0.0244,-0.0458
0.1167,-3.1437,-4.6687,-0.0384,-0.0427,-2,-5,-0.0244,-0.0458
0.1187,-3.2542,-4.8186,-0.0397,-0.0441,-2,-5,-0.0244,-0.0458
0.1208,-3.3607,-4.9787,-0.0410,-0.0456,-2,-5,-0.0244,-0.0458
0.1229,-3.4599,-5.1493,-0.0422,-0.0471,-2,-5,-0.0244,-0.0458
0.1250,-3.5484,-5.3308,-0.0433,-0.0488,-3,-5,-0.0366,-0.0458
0.1271,-3.6224,-5.5238,-0.0442,-0.0506,-4,-6,-0.0488,-0.0549
0.1292,-3.6777,-5.7285,-0.0449,-0.0524,-3,-6,-0.0366,-0.0549
0.1313,-3.7104,-5.9460,-0.0453,-0.0544,-3,-33,-0.0366,-0.3021
0.1333,-3.7162,-6.1786,-0.0454,-0.0566,-3,23,-0.0366,0.2106
0.1354,-3.6906,-6.4297,-0.0451,-0.0589,-3,-6,-0.0366,-0.0549
0.1375,-3.6290,-6.7013,-0.0443,-0.0614,-3,-5,-0.0366,-0.0458
0.1396,-3.5266,-6.9936,-0.0430,-0.0640,-3,-5,-0.0366,-0.0458
0.1417,-3.3785,-7.3058,-0.0412,-0.0669,-3,-5,-0.0366,-0.0458
0.1437,-3.1794,-7.6365,-0.0388,-0.0699,-3,-6,-0.0366,-0.0549
0.1458,-2.9241,-7.9838,-0.0357,-0.0731,-4,-6,-0.0488,-0.0549
0.1479,-2.6074,-8.3453,-0.0318,-0.0764,-5,-7,-0.0610,-0.0641
0.1500,-2.2245,-8.7179,-0.0272,-0.0798,-6,-8,-0.0732,-0.0732
0.1521,-1.7714,-9.0982,-0.0216,-0.0833,-6,-8,-0.0732,-0.0732
0.1542,-1.2447,-9.4825,-0.0152,-0.0868,-6,-8,-0.0732,-0.0732
0.1562,-0.6428,-9.8669,-0.0078,-0.0903,-6,-8,-0.0732,-0.0732
0.1583,0.0349,-10.2468,0.0004,-0.0938,-6,-9,-0.0732,-0.0824
0.1604,0.7872,-10.6172,0.0096,-0.0972,-7,-11,-0.0854,-0.1007
0.1625,1.6111,-10.9732,0.0197,-0.1005,-6,-12,-0.0732,-0.1099
0.1646,2.5015,-11.3099,0.0305,-0.1035,-5,-39,-0.0610,-0.3571
0.1667,3.4510,-11.6245,0.0421,-0.1064,-4,16,-0.0488,0.1465
0.1688,4.4501,-11.9150,0.0543,-0.1091,-3,-13,-0.0366,-0.1190
0.1708,5.4869,-12.1788,0.0670,-0.1115,-1,-14,-0.0122,-0.1282
0.1729,6.5477,-12.4117,0.0799,-0.1136,1,-15,0.0122,-0.1373
0.1750,7.6167,-12.6100,0.0930,-0.1154,5,-16,0.0610,-0.1465
0.1771,8.6768,-12.7704,0.1059,-0.1169,8,-16,0.0977,-0.1465
0.1792,9.7100,-12.8905,0.1185,-0.1180,11,-16,0.1343,-0.1465
0.1812,10.6980,-12.9691,0.1306,-0.1187,13,-15,0.1587,-0.1373
0.1833,11.6228,-13.0055,0.1419,-0.1191,14,-15,0.1709,-0.1373
0.1854,12.4672,-13.0000,0.1522,-0.1190,17,-15,0.2075,-0.1373
0.1875,13.2146,-12.9533,0.1613,-0.1186,20,-14,0.2441,-0.1282
0.1896,13.8499,-12.8665,0.1691,-0.1178,22,-14,0.2686,-0.1282
0.1917,14.3600,-12.7414,0.1753,-0.1167,24,-13,0.2930,-0.1190
