time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-0.9936,26.9438,-0.0121,0.2467,-1,27,-0.0122,0.2472
0.0021,-0.9914,24.3616,-0.0121,0.2230,-1,-1,-0.0122,-0.0092
0.0042,-0.9888,21.8165,-0.0121,0.1997,-1,-1,-0.0122,-0.0092
0.0063,-0.9859,19.3418,-0.0120,0.1771,-1,-1,-0.0122,-0.0092
0.0083,-0.9827,16.9643,-0.0120,0.1553,-1,-1,-0.0122,-0.0092
0.0104,-0.9792,14.7048,-0.0120,0.1346,-1,-1,-0.0122,-0.0092
0.0125,-0.9754,12.5789,-0.0119,0.1152,-1,-1,-0.0122,-0.0092
0.0146,-0.9712,10.5974,-0.0119,0.0970,-1,-1,-0.0122,-0.0092
0.0167,-0.9667,8.7672,-0.0118,0.0803,-1,-1,-0.0122,-0.0092
0.0187,-0.9620,7.0917,-0.0117,0.0649,-1,-1,-0.0122,-0.0092
0.0208,-0.9570,5.5713,-0.0117,0.0510,-1,-1,-0.0122,-0.0092
0.0229,-0.9518,4.2041,-0.0116,0.0385,-1,-1,-0.0122,-0.0092
0.0250,-0.9465,2.9862,-0.0116,0.0273,-1,-1,-0.0122,-0.0092
0.0271,-0.9411,1.9123,-0.0115,0.0175,-1,-1,-0.0122,-0.0092
0.0292,-0.9356,0.9755,-0.0114,0.0089,-1,-1,-0.0122,-0.0092
0.0312,-0.9303,0.1680,-0.0114,0.0015,-1,-28,-0.0122,-0.2563
0.0333,-0.9253,-0.5205,-0.0113,-0.0048,-1,27,-0.0122,0.2472
0.0354,-0.9206,-1.1013,-0.0112,-0.0101,-1,-1,-0.0122,-0.0092
0.0375,-0.9164,-1.5848,-0.0112,-0.0145,0,-2,0.0000,-0.0183
0.0396,-0.9129,-1.9800,-0.0111,-0.0181,-1,-2,-0.0122,-0.0183
0.0417,-0.9100,-2.2955,-0.0111,-0.0210,-1,-1,-0.0122,-0.0092
0.0437,-0.9077,-2.5395,-0.0111,-0.0232,-1,-1,-0.0122,-0.0092
0.0458,-0.9060,-2.7202,-0.0111,-0.0249,-1,-1,-0.0122,-0.0092
0.0479,-0.9048,-2.8453,-0.0110,-0.0260,-1,-1,-0.0122,-0.0092
0.0500,-0.9042,-2.9219,-0.0110,-0.0268,-1,-1,-0.0122,-0.0092
0.0521,-0.9042,-2.9568,-0.0110,-0.0271,-1,-1,-0.0122,-0.0092
0.0542,-0.9050,-2.9558,-0.0110,-0.0271,-1,-1,-0.0122,-0.0092
0.0563,-0.9066,-2.9247,-0.0111,-0.0268,-1,-1,-0.0122,-0.0092
0.0583,-0.9092,-2.8682,-0.0111,-0.0263,-1,-1,-0.0122,-0.0092
0.0604,-0.9129,-2.7908,-0.0111,-0.0256,-1,-1,-0.0122,-0.0092
0.0625,-0.9179,-2.6963,-0.0112,-0.0247,-1,-1,-0.0122,-0.0092
0.0646,-0.9244,-2.5885,-0.0113,-0.0237,-1,-28,-0.0122,-0.2563
0.0667,-0.9328,-2.4721,-0.0114,-0.0226,-1,27,-0.0122,0.2472
0.0688,-0.9432,-2.3523,-0.0115,-0.0215,-1,-1,-0.0122,-0.0092
0.0708,-0.9559,-2.2330,-0.0117,-0.0204,0,-2,0.0000,-0.0183
0.0729,-0.9711,-2.1158,-0.0119,-0.0194,-1,-2,-0.0122,-0.0183
0.0750,-0.9889,-2.0020,-0.0121,-0.0183,-1,-1,-0.0122,-0.0092
0.0771,-1.0094,-1.8924,-0.0123,-0.0173,-1,-1,-0.0122,-0.0092
0.0792,-1.0326,-1.7880,-0.0126,-0.0164,-1,-1,-0.0122,-0.0092
0.0813,-1.0585,-1.6892,-0.0129,-0.0155,-1,-1,-0.0122,-0.0092
0.0833,-1.0872,-1.5963,-0.0133,-0.0146,-1,-2,-0.0122,-0.0183
0.0854,-1.1186,-1.5095,-0.0137,-0.0138,-1,-2,-0.0122,-0.0183
0.0875,-1.1526,-1.4291,-0.0141,-0.0131,-1,-1,-0.0122,-0.0092
0.0896,-1.1894,-1.3553,-0.0145,-0.0124,-1,-1,-0.0122,-0.0092
0.0917,-1.2286,-1.2883,-0.0150,-0.0118,-1,-1,-0.0122,-0.0092
0.0938,-1.2702,-1.2282,-0.0155,-0.0112,-1,0,-0.0122,0.0000
0.0958,-1.3139,-1.1750,-0.0160,-0.0108,-2,0,-0.0244,0.0000
0.0979,-1.3596,-1.1288,-0.0166,-0.0103,-1,-27,-0.0122,-0.2472
0.1000,-1.4070,-1.0908,-0.0172,-0.0100,-1,27,-0.0122,0.2472
0.1021,-1.4558,-1.0632,-0.0178,-0.0097,-1,0,-0.0122,0.0000
0.1042,-1.5058,-1.0466,-0.0184,-0.0096,-1,-1,-0.0122,-0.0092
0.1062,-1.5565,-1.0399,-0.0190,-0.0095,-2,-1,-0.0244,-0.0092
0.1083,-1.6073,-1.0414,-0.0196,-0.0095,-2,-1,-0.0244,-0.0092
