time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-1.0015,26.9438,-0.0122,0.2467,-1,27,-0.0122,0.2472
0.0021,-1.0005,24.3657,-0.0122,0.2231,-1,-1,-0.0122,-0.0092
0.0042,-0.9994,21.8255,-0.0122,0.1998,-1,-1,-0.0122,-0.0092
0.0063,-0.9980,19.3565,-0.0122,0.1772,-1,-1,-0.0122,-0.0092
0.0083,-0.9963,16.9856,-0.0122,0.1555,-1,-1,-0.0122,-0.0092
0.0104,-0.9944,14.7337,-0.0121,0.1349,-1,-1,-0.0122,-0.0092
0.0125,-0.9922,12.6163,-0.0121,0.1155,-1,-1,-0.0122,-0.0092
0.0146,-0.9897,10.6444,-0.0121,0.0975,-1,-1,-0.0122,-0.0092
0.0167,-0.9869,8.8249,-0.0120,0.0808,-1,-1,-0.0122,-0.0092
0.0187,-0.9838,7.1610,-0.0120,0.0656,-1,-1,-0.0122,-0.0092
0.0208,-0.9804,5.6534,-0.0120,0.0518,-1,-1,-0.0122,-0.0092
0.0229,-0.9766,4.3001,-0.0119,0.0394,-1,-1,-0.0122,-0.0092
0.0250,-0.9724,3.0971,-0.0119,0.0284,-1,-1,-0.0122,-0.0092
0.0271,-0.9680,2.0389,-0.0118,0.0187,-1,-1,-0.0122,-0.0092
0.0292,-0.9633,1.1187,-0.0118,0.0102,-1,-1,-0.0122,-0.0092
0.0312,-0.9583,0.3284,-0.0117,0.0030,-1,-28,-0.0122,-0.2563
0.0333,-0.9530,-0.3423,-0.0116,-0.0031,-1,27,-0.0122,0.2472
0.0354,-0.9476,-0.9051,-0.0116,-0.0083,-1,-1,-0.0122,-0.0092
0.0375,-0.9421,-1.3706,-0.0115,-0.0125,-1,-1,-0.0122,-0.0092
0.0396,-0.9366,-1.7481,-0.0114,-0.0160,-1,-1,-0.0122,-0.0092
0.0417,-0.9311,-2.0462,-0.0114,-0.0187,-1,-1,-0.0122,-0.0092
0.0437,-0.9257,-2.2733,-0.0113,-0.0208,-1,-1,-0.0122,-0.0092
0.0458,-0.9208,-2.4373,-0.0112,-0.0223,-1,-1,-0.0122,-0.0092
0.0479,-0.9162,-2.5462,-0.0112,-0.0233,-1,-1,-0.0122,-0.0092
0.0500,-0.9124,-2.6071,-0.0111,-0.0239,-1,-1,-0.0122,-0.0092
0.0521,-0.9094,-2.6268,-0.0111,-0.0240,-1,-1,-0.0122,-0.0092
0.0542,-0.9075,-2.6119,-0.0111,-0.0239,-1,-1,-0.0122,-0.0092
0.0563,-0.9070,-2.5682,-0.0111,-0.0235,-1,-1,-0.0122,-0.0092
0.0583,-0.9081,-2.5011,-0.0111,-0.0229,-1,-1,-0.0122,-0.0092
0.0604,-0.9112,-2.4155,-0.0111,-0.0221,0,2,0.0000,0.0183
0.0625,-0.9165,-2.3157,-0.0112,-0.0212,-1,1,-0.0122,0.0092
0.0646,-0.9241,-2.2055,-0.0113,-0.0202,-1,-28,-0.0122,-0.2563
0.0667,-0.9342,-2.0894,-0.0114,-0.0191,-1,27,-0.0122,0.2472
0.0688,-0.9468,-1.9721,-0.0116,-0.0181,-1,-1,-0.0122,-0.0092
0.0708,-0.9622,-1.8571,-0.0117,-0.0170,-1,-1,-0.0122,-0.0092
0.0729,-0.9805,-1.7459,-0.0120,-0.0160,-1,-1,-0.0122,-0.0092
0.0750,-1.0018,-1.6392,-0.0122,-0.0150,-1,-1,-0.0122,-0.0092
0.0771,-1.0263,-1.5376,-0.0125,-0.0141,-1,-1,-0.0122,-0.0092
0.0792,-1.0542,-1.4413,-0.0129,-0.0132,-1,-1,-0.0122,-0.0092
0.0813,-1.0856,-1.3506,-0.0133,-0.0124,-1,-1,-0.0122,-0.0092
0.0833,-1.1206,-1.2655,-0.0137,-0.0116,-1,-1,-0.0122,-0.0092
0.0854,-1.1595,-1.1859,-0.0142,-0.0109,-1,-1,-0.0122,-0.0092
0.0875,-1.2022,-1.1117,-0.0147,-0.0102,-1,-1,-0.0122,-0.0092
0.0896,-1.2489,-1.0427,-0.0152,-0.0095,-1,-1,-0.0122,-0.0092
