time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-1.0297,26.9116,-0.0126,0.2464,-1,27,-0.0122,0.2472
0.0021,-1.0337,24.3301,-0.0126,0.2227,-1,-1,-0.0122,-0.0092
0.0042,-1.0380,21.7866,-0.0127,0.1995,-1,-1,-0.0122,-0.0092
0.0063,-1.0424,19.3144,-0.0127,0.1768,-1,-1,-0.0122,-0.0092
0.0083,-1.0469,16.9404,-0.0128,0.1551,-1,-1,-0.0122,-0.0092
0.0104,-1.0515,14.6856,-0.0128,0.1345,-1,-1,-0.0122,-0.0092
0.0125,-1.0560,12.5656,-0.0129,0.1150,-1,-1,-0.0122,-0.0092
0.0146,-1.0603,10.5916,-0.0129,0.0970,-1,-1,-0.0122,-0.0092
0.0167,-1.0644,8.7704,-0.0130,0.0803,-1,-1,-0.0122,-0.0092
0.0187,-1.0681,7.1057,-0.0130,0.0651,-1,-1,-0.0122,-0.0092
0.0208,-1.0713,5.5981,-0.0131,0.0513,-1,-1,-0.0122,-0.0092
0.0229,-1.0738,4.2458,-0.0131,0.0389,-1,-1,-0.0122,-0.0092
0.0250,-1.0754,3.0450,-0.0131,0.0279,-1,-1,-0.0122,-0.0092
0.0271,-1.0760,1.9905,-0.0131,0.0182,-1,-1,-0.0122,-0.0092
0.0292,-1.0751,1.0757,-0.0131,0.0098,-1,-1,-0.0122,-0.0092
0.0312,-1.0728,0.2927,-0.0131,0.0027,-1,-28,-0.0122,-0.2563
0.0333,-1.0685,-0.3686,-0.0130,-0.0034,-1,27,-0.0122,0.2472
0.0354,-1.0621,-0.9195,-0.0130,-0.0084,-1,-1,-0.0122,-0.0092
0.0375,-1.0533,-1.3706,-0.0129,-0.0125,-1,-1,-0.0122,-0.0092
0.0396,-1.0416,-1.7306,-0.0127,-0.0158,-1,-1,-0.0122,-0.0092
0.0417,-1.0267,-2.0080,-0.0125,-0.0184,-1,-1,-0.0122,-0.0092
0.0437,-1.0084,-2.2109,-0.0123,-0.0202,-1,-1,-0.0122,-0.0092
0.0458,-0.9861,-2.3471,-0.0120,-0.0215,-1,-1,-0.0122,-0.0092
0.0479,-0.9596,-2.4241,-0.0117,-0.0222,-1,-1,-0.0122,-0.0092
0.0500,-0.9285,-2.4489,-0.0113,-0.0224,-1,-1,-0.0122,-0.0092
0.0521,-0.8924,-2.4283,-0.0109,-0.0222,-1,-1,-0.0122,-0.0092
0.0542,-0.8509,-2.3685,-0.0104,-0.0217,-1,-1,-0.0122,-0.0092
0.0563,-0.8038,-2.2754,-0.0098,-0.0208,-1,-1,-0.0122,-0.0092
0.0583,-0.7509,-2.1543,-0.0092,-0.0197,-1,-1,-0.0122,-0.0092
0.0604,-0.6919,-2.0104,-0.0084,-0.0184,-1,-1,-0.0122,-0.0092
0.0625,-0.6267,-1.8485,-0.0077,-0.0169,-1,-1,-0.0122,-0.0092
0.0646,-0.5553,-1.6733,-0.0068,-0.0153,-1,-27,-0.0122,-0.2472
0.0667,-0.4777,-1.4911,-0.0058,-0.0137,0,27,0.0000,0.2472
0.0688,-0.3941,-1.3084,-0.0048,-0.0120,-1,1,-0.0122,0.0092
0.0708,-0.3046,-1.1303,-0.0037,-0.0103,-1,1,-0.0122,0.0092
0.0729,-0.2095,-0.9600,-0.0026,-0.0088,0,1,0.0000,0.0092
0.0750,-0.1091,-0.7994,-0.0013,-0.0073,-1,1,-0.0122,0.0092
0.0771,-0.0040,-0.6499,-0.0000,-0.0059,0,1,0.0000,0.0092
0.0792,0.1054,-0.5122,0.0013,-0.0047,0,1,0.0000,0.0092
0.0813,0.2183,-0.3867,0.0027,-0.0035,0,1,0.0000,0.0092
0.0833,0.3341,-0.2733,0.0041,-0.0025,0,0,0.0000,0.0000
0.0854,0.4520,-0.1717,0.0055,-0.0016,0,0,0.0000,0.0000
0.0875,0.5712,-0.0812,0.0070,-0.0007,1,1,0.0122,0.0092
0.0896,0.6908,-0.0010,0.0084,-0.0000,1,0,0.0122,0.0000
0.0917,0.8100,0.0696,0.0099,0.0006,1,0,0.0122,0.0000
0.0938,0.9279,0.1317,0.0113,0.0012,1,0,0.0122,0.0000
0.0958,1.0440,0.1862,0.0127,0.0017,1,0,0.0122,0.0000
0.0979,1.1574,0.2336,0.0141,0.0021,1,-26,0.0122,-0.2380
0.1000,1.2674,0.2728,0.0155,0.0025,2,28,0.0244,0.2563
0.1021,1.3736,0.3020,0.0168,0.0028,2,1,0.0244,0.0092
0.1042,1.4752,0.3205,0.0180,0.0029,1,1,0.0122,0.0092
0.1062,1.5719,0.3292,0.0192,0.0030,2,1,0.0244,0.0092
0.1083,1.6633,0.3299,0.0203,0.0030,2,0,0.0244,0.0000
0.1104,1.7489,0.3244,0.0213,0.0030,1,0,0.0122,0.0000
0.1125,1.8285,0.3146,0.0223,0.0029,2,0,0.0244,0.0000
0.1146,1.9017,0.3020,0.0232,0.0028,3,-1,0.0366,-0.0092
0.1167,1.9682,0.2883,0.0240,0.0026,3,0,0.0366,0.0000
0.1187,2.0279,0.2747,0.0248,0.0025,3,0,0.0366,0.0000
0.1208,2.0809,0.2625,0.0254,0.0024,3,0,0.0366,0.0000
0.1229,2.1278,0.2528,0.0260,0.0023,3,0,0.0366,0.0000
0.1250,2.1694,0.2465,0.0265,0.0023,2,-1,0.0244,-0.0092
0.1271,2.2064,0.2444,0.0269,0.0022,2,-1,0.0244,-0.0092
0.1292,2.2400,0.2472,0.0273,0.0023,2,-1,0.0244,-0.0092
0.1313,2.2709,0.2545,0.0277,0.0023,2,-26,0.0244,-0.2380
0.1333,2.3000,0.2643,0.0281,0.0024,2,27,0.0244,0.2472
0.1354,2.3281,0.2737,0.0284,0.0025,2,1,0.0244,0.0092
0.1375,2.3559,0.2807,0.0288,0.0026,2,1,0.0244,0.0092
0.1396,2.3839,0.2850,0.0291,0.0026,2,0,0.0244,0.0000
0.1417,2.4126,0.2869,0.0295,0.0026,2,1,0.0244,0.0092
0.1437,2.4423,0.2868,0.0298,0.0026,2,1,0.0244,0.0092
0.1458,2.4733,0.2852,0.0302,0.0026,2,0,0.0244,0.0000
0.1479,2.5057,0.2828,0.0306,0.0026,2,0,0.0244,0.0000
0.1500,2.5395,0.2801,0.0310,0.0026,3,0,0.0366,0.0000
0.1521,2.5745,0.2778,0.0314,0.0025,3,0,0.0366,0.0000
0.1542,2.6108,0.2763,0.0319,0.0025,3,0,0.0366,0.0000
0.1562,2.6484,0.2760,0.0323,0.0025,3,0,0.0366,0.0000
0.1583,2.6875,0.2772,0.0328,0.0025,2,0,0.0244,0.0000
0.1604,2.7283,0.2802,0.0333,0.0026,2,0,0.0244,0.0000
0.1625,2.7708,0.2851,0.0338,0.0026,3,-1,0.0366,-0.0092
0.1646,2.8151,0.2913,0.0344,0.0027,3,-26,0.0366,-0.2380
0.1667,2.8611,0.2969,0.0349,0.0027,4,27,0.0488,0.2472
0.1688,2.9089,0.2985,0.0355,0.0027,3,1,0.0366,0.0092
0.1708,2.9588,0.2942,0.0361,0.0027,3,1,0.0366,0.0092
0.1729,3.0110,0.2835,0.0368,0.0026,3,1,0.0366,0.0092
0.1750,3.0660,0.2666,0.0374,0.0024,3,1,0.0366,0.0092
0.1771,3.1242,0.2439,0.0381,0.0022,3,1,0.0366,0.0092
0.1792,3.1858,0.2161,0.0389,0.0020,3,0,0.0366,0.0000
0.1812,3.2512,0.1840,0.0397,0.0017,3,0,0.0366,0.0000
0.1833,3.3206,0.1484,0.0405,0.0014,3,0,0.0366,0.0000
0.1854,3.3942,0.1099,0.0414,0.0010,3,0,0.0366,0.0000
0.1875,3.4721,0.0695,0.0424,0.0006,3,0,0.0366,0.0000
0.1896,3.5543,0.0276,0.0434,0.0003,4,0,0.0488,0.0000
0.1917,3.6407,-0.0149,0.0444,-0.0001,3,0,0.0366,0.0000
0.1938,3.7312,-0.0574,0.0455,-0.0005,3,0,0.0366,0.0000
0.1958,3.8255,-0.0994,0.0467,-0.0009,3,0,0.0366,0.0000
0.1979,3.9231,-0.1404,0.0479,-0.0013,3,-27,0.0366,-0.2472
0.2000,4.0234,-0.1820,0.0491,-0.0017,4,27,0.0488,0.2472
0.2021,4.1256,-0.2262,0.0504,-0.0021,4,0,0.0488,0.0000
0.2042,4.2286,-0.2743,0.0516,-0.0025,4,0,0.0488,0.0000
0.2062,4.3315,-0.3259,0.0529,-0.0030,4,0,0.0488,0.0000
0.2083,4.4332,-0.3800,0.0541,-0.0035,5,0,0.0610,0.0000
0.2104,4.5326,-0.4356,0.0553,-0.0040,5,-1,0.0610,-0.0092
0.2125,4.6288,-0.4917,0.0565,-0.0045,5,-1,0.0610,-0.0092
0.2146,4.7209,-0.5473,0.0576,-0.0050,6,0,0.0732,0.0000
0.2167,4.8082,-0.6013,0.0587,-0.0055,5,-1,0.0610,-0.0092
0.2188,4.8903,-0.6529,0.0597,-0.0060,6,-1,0.0732,-0.0092
0.2208,4.9669,-0.7013,0.0606,-0.0064,5,-1,0.0610,-0.0092
0.2229,5.0380,-0.7456,0.0615,-0.0068,5,-2,0.0610,-0.0183
0.2250,5.1035,-0.7852,0.0623,-0.0072,5,-2,0.0610,-0.0183
0.2271,5.1634,-0.8198,0.0630,-0.0075,5,-1,0.0610,-0.0092
0.2292,5.2178,-0.8495,0.0637,-0.0078,5,-2,0.0610,-0.0183
0.2312,5.2665,-0.8747,0.0643,-0.0080,5,-27,0.0610,-0.2472
0.2333,5.3094,-0.8977,0.0648,-0.0082,6,27,0.0732,0.2472
0.2354,5.3465,-0.9217,0.0653,-0.0084,6,0,0.0732,0.0000
0.2375,5.3776,-0.9484,0.0656,-0.0087,5,0,0.0610,0.0000
0.2396,5.4030,-0.9782,0.0660,-0.0090,6,0,0.0732,0.0000
0.2417,5.4228,-1.0102,0.0662,-0.0092,5,0,0.0610,0.0000
0.2437,5.4370,-1.0436,0.0664,-0.0096,6,0,0.0732,0.0000
0.2458,5.4460,-1.0771,0.0665,-0.0099,5,-1,0.0610,-0.0092
0.2479,5.4500,-1.1093,0.0665,-0.0102,6,-2,0.0732,-0.0183
0.2500,5.4492,-1.1388,0.0665,-0.0104,6,-2,0.0732,-0.0183
0.2521,5.4439,-1.1643,0.0665,-0.0107,6,-1,0.0732,-0.0092
0.2542,5.4347,-1.1846,0.0663,-0.0108,6,-2,0.0732,-0.0183
0.2562,5.4221,-1.1987,0.0662,-0.0110,5,-2,0.0610,-0.0183
0.2583,5.4070,-1.2058,0.0660,-0.0110,5,-2,0.0610,-0.0183
0.2604,5.3899,-1.2052,0.0658,-0.0110,5,-2,0.0610,-0.0183
0.2625,5.3715,-1.1966,0.0656,-0.0110,5,-2,0.0610,-0.0183
0.2646,5.3522,-1.1803,0.0653,-0.0108,5,-28,0.0610,-0.2563
0.2667,5.3323,-1.1582,0.0651,-0.0106,5,27,0.0610,0.2472
0.2687,5.3122,-1.1333,0.0648,-0.0104,5,-1,0.0610,-0.0092
0.2708,5.2920,-1.1074,0.0646,-0.0101,5,-1,0.0610,-0.0092
0.2729,5.2717,-1.0806,0.0644,-0.0099,5,-1,0.0610,-0.0092
0.2750,5.2513,-1.0525,0.0641,-0.0096,5,-1,0.0610,-0.0092
0.2771,5.2307,-1.0227,0.0639,-0.0094,6,-1,0.0732,-0.0092
0.2792,5.2098,-0.9909,0.0636,-0.0091,5,-1,0.0610,-0.0092
0.2812,5.1886,-0.9566,0.0633,-0.0088,5,-1,0.0610,-0.0092
0.2833,5.1671,-0.9194,0.0631,-0.0084,6,-1,0.0732,-0.0092
0.2854,5.1452,-0.8789,0.0628,-0.0080,5,-1,0.0610,-0.0092
0.2875,5.1231,-0.8346,0.0625,-0.0076,5,-1,0.0610,-0.0092
0.2896,5.1009,-0.7864,0.0623,-0.0072,5,-1,0.0610,-0.0092
0.2917,5.0787,-0.7338,0.0620,-0.0067,5,-1,0.0610,-0.0092
0.2938,5.0565,-0.6766,0.0617,-0.0062,5,-1,0.0610,-0.0092
0.2958,5.0344,-0.6147,0.0615,-0.0056,5,-1,0.0610,-0.0092
0.2979,5.0125,-0.5485,0.0612,-0.0050,5,-27,0.0610,-0.2472
0.3000,4.9906,-0.4800,0.0609,-0.0044,6,27,0.0732,0.2472
0.3021,4.9690,-0.4120,0.0607,-0.0038,6,0,0.0732,0.0000
0.3042,4.9480,-0.3462,0.0604,-0.0032,5,0,0.0610,0.0000
0.3063,4.9281,-0.2828,0.0602,-0.0026,5,0,0.0610,0.0000
