time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-0.9955,26.9411,-0.0122,0.2467,-1,27,-0.0122,0.2472
0.0021,-0.9915,24.3629,-0.0121,0.2230,-1,-1,-0.0122,-0.0092
0.0042,-0.9868,21.8227,-0.0120,0.1998,-1,-1,-0.0122,-0.0092
0.0063,-0.9814,19.3538,-0.0120,0.1772,-1,-1,-0.0122,-0.0092
0.0083,-0.9753,16.9829,-0.0119,0.1555,-1,-1,-0.0122,-0.0092
0.0104,-0.9684,14.7312,-0.0118,0.1349,-1,-1,-0.0122,-0.0092
0.0125,-0.9607,12.6140,-0.0117,0.1155,-1,-1,-0.0122,-0.0092
0.0146,-0.9521,10.6425,-0.0116,0.0974,-1,-1,-0.0122,-0.0092
0.0167,-0.9427,8.8233,-0.0115,0.0808,-1,-1,-0.0122,-0.0092
0.0187,-0.9325,7.1601,-0.0114,0.0656,-1,-1,-0.0122,-0.0092
0.0208,-0.9215,5.6531,-0.0112,0.0518,-1,-1,-0.0122,-0.0092
0.0229,-0.9097,4.3006,-0.0111,0.0394,-1,-1,-0.0122,-0.0092
0.0250,-0.8972,3.0986,-0.0110,0.0284,-1,-1,-0.0122,-0.0092
0.0271,-0.8842,2.0415,-0.0108,0.0187,-1,-1,-0.0122,-0.0092
0.0292,-0.8706,1.1227,-0.0106,0.0103,-1,-1,-0.0122,-0.0092
0.0312,-0.8568,0.3340,-0.0105,0.0031,-1,-28,-0.0122,-0.2563
0.0333,-0.8428,-0.3350,-0.0103,-0.0031,-1,27,-0.0122,0.2472
0.0354,-0.8289,-0.8958,-0.0101,-0.0082,-1,-1,-0.0122,-0.0092
0.0375,-0.8154,-1.3591,-0.0100,-0.0124,0,0,0.0000,0.0000
0.0396,-0.8026,-1.7341,-0.0098,-0.0159,1,0,0.0122,0.0000
0.0417,-0.7903,-2.0290,-0.0096,-0.0186,-1,-1,-0.0122,-0.0092
0.0437,-0.7784,-2.2517,-0.0095,-0.0206,-1,-1,-0.0122,-0.0092
0.0458,-0.7665,-2.4097,-0.0094,-0.0221,-1,-1,-0.0122,-0.0092
0.0479,-0.7543,-2.5103,-0.0092,-0.0230,-1,-1,-0.0122,-0.0092
0.0500,-0.7416,-2.5600,-0.0091,-0.0234,-1,-1,-0.0122,-0.0092
0.0521,-0.7282,-2.5653,-0.0089,-0.0235,-1,-1,-0.0122,-0.0092
0.0542,-0.7140,-2.5319,-0.0087,-0.0232,-1,-1,-0.0122,-0.0092
0.0563,-0.6991,-2.4652,-0.0085,-0.0226,-1,-1,-0.0122,-0.0092
0.0583,-0.6834,-2.3702,-0.0083,-0.0217,-1,-1,-0.0122,-0.0092
0.0604,-0.6671,-2.2514,-0.0081,-0.0206,-1,-1,-0.0122,-0.0092
0.0625,-0.6505,-2.1129,-0.0079,-0.0193,-1,-1,-0.0122,-0.0092
0.0646,-0.6340,-1.9589,-0.0077,-0.0179,-1,-28,-0.0122,-0.2563
0.0667,-0.6180,-1.7948,-0.0075,-0.0164,-1,27,-0.0122,0.2472
0.0688,-0.6031,-1.6267,-0.0074,-0.0149,-1,-1,-0.0122,-0.0092
0.0708,-0.5899,-1.4592,-0.0072,-0.0134,0,0,0.0000,0.0000
0.0729,-0.5791,-1.2951,-0.0071,-0.0119,1,0,0.0122,0.0000
0.0750,-0.5712,-1.1364,-0.0070,-0.0104,1,0,0.0122,0.0000
0.0771,-0.5663,-0.9847,-0.0069,-0.0090,0,1,0.0000,0.0092
0.0792,-0.5643,-0.8412,-0.0069,-0.0077,0,1,0.0000,0.0092
0.0813,-0.5646,-0.7065,-0.0069,-0.0065,0,1,0.0000,0.0092
0.0833,-0.5667,-0.5807,-0.0069,-0.0053,0,0,0.0000,0.0000
0.0854,-0.5697,-0.4636,-0.0070,-0.0042,0,0,0.0000,0.0000
0.0875,-0.5727,-0.3547,-0.0070,-0.0032,-1,0,-0.0122,0.0000
0.0896,-0.5746,-0.2533,-0.0070,-0.0023,-1,0,-0.0122,0.0000
0.0917,-0.5744,-0.1586,-0.0070,-0.0015,-1,0,-0.0122,0.0000
0.0938,-0.5713,-0.0698,-0.0070,-0.0006,-2,0,-0.0244,0.0000
0.0958,-0.5646,0.0141,-0.0069,0.0001,-2,0,-0.0244,0.0000
0.0979,-0.5538,0.0935,-0.0068,0.0009,-1,-28,-0.0122,-0.2563
0.1000,-0.5392,0.1672,-0.0066,0.0015,-1,27,-0.0122,0.2472
0.1021,-0.5206,0.2329,-0.0064,0.0021,-1,-1,-0.0122,-0.0092
0.1042,-0.4987,0.2892,-0.0061,0.0026,1,2,0.0122,0.0183
0.1062,-0.4735,0.3360,-0.0058,0.0031,0,1,0.0000,0.0092
0.1083,-0.4452,0.3740,-0.0054,0.0034,0,1,0.0000,0.0092
0.1104,-0.4137,0.4041,-0.0051,0.0037,0,1,0.0000,0.0092
0.1125,-0.3789,0.4273,-0.0046,0.0039,0,1,0.0000,0.0092
0.1146,-0.3403,0.4449,-0.0042,0.0041,-1,1,-0.0122,0.0092
0.1167,-0.2977,0.4584,-0.0036,0.0042,0,1,0.0000,0.0092
0.1187,-0.2506,0.4693,-0.0031,0.0043,0,0,0.0000,0.0000
0.1208,-0.1987,0.4793,-0.0024,0.0044,-1,-1,-0.0122,-0.0092
0.1229,-0.1418,0.4898,-0.0017,0.0045,-1,0,-0.0122,0.0000
0.1250,-0.0796,0.5021,-0.0010,0.0046,-1,-1,-0.0122,-0.0092
0.1271,-0.0122,0.5172,-0.0001,0.0047,-1,0,-0.0122,0.0000
0.1292,0.0601,0.5358,0.0007,0.0049,-1,0,-0.0122,0.0000
0.1313,0.1365,0.5578,0.0017,0.0051,-1,-27,-0.0122,-0.2472
0.1333,0.2163,0.5815,0.0026,0.0053,-1,27,-0.0122,0.2472
0.1354,0.2980,0.6040,0.0036,0.0055,0,0,0.0000,0.0000
0.1375,0.3802,0.6234,0.0046,0.0057,1,1,0.0122,0.0092
0.1396,0.4614,0.6390,0.0056,0.0058,2,1,0.0244,0.0092
0.1417,0.5400,0.6506,0.0066,0.0060,1,1,0.0122,0.0092
0.1437,0.6148,0.6583,0.0075,0.0060,1,1,0.0122,0.0092
0.1458,0.6850,0.6622,0.0084,0.0061,1,1,0.0122,0.0092
0.1479,0.7496,0.6625,0.0092,0.0061,1,2,0.0122,0.0183
0.1500,0.8080,0.6595,0.0099,0.0060,1,1,0.0122,0.0092
0.1521,0.8594,0.6538,0.0105,0.0060,1,0,0.0122,0.0000
0.1542,0.9032,0.6462,0.0110,0.0059,2,1,0.0244,0.0092
0.1562,0.9391,0.6372,0.0115,0.0058,2,0,0.0244,0.0000
0.1583,0.9666,0.6275,0.0118,0.0057,1,0,0.0122,0.0000
0.1604,0.9858,0.6176,0.0120,0.0057,1,0,0.0122,0.0000
0.1625,0.9968,0.6079,0.0122,0.0056,1,1,0.0122,0.0092
0.1646,0.9996,0.5980,0.0122,0.0055,1,-26,0.0122,-0.2380
0.1667,0.9943,0.5862,0.0121,0.0054,1,27,0.0122,0.2472
0.1688,0.9810,0.5699,0.0120,0.0052,1,0,0.0122,0.0000
0.1708,0.9598,0.5472,0.0117,0.0050,2,1,0.0244,0.0092
0.1729,0.9310,0.5178,0.0114,0.0047,3,1,0.0366,0.0092
0.1750,0.8950,0.4819,0.0109,0.0044,2,1,0.0244,0.0092
0.1771,0.8527,0.4398,0.0104,0.0040,1,2,0.0122,0.0183
0.1792,0.8054,0.3921,0.0098,0.0036,1,2,0.0122,0.0183
0.1812,0.7544,0.3397,0.0092,0.0031,1,2,0.0122,0.0183
0.1833,0.7012,0.2841,0.0086,0.0026,1,0,0.0122,0.0000
0.1854,0.6473,0.2268,0.0079,0.0021,1,-1,0.0122,-0.0092
0.1875,0.5942,0.1696,0.0073,0.0016,1,-1,0.0122,-0.0092
0.1896,0.5438,0.1139,0.0066,0.0010,0,-1,0.0000,-0.0092
0.1917,0.4977,0.0608,0.0061,0.0006,-1,0,-0.0122,0.0000
0.1938,0.4574,0.0111,0.0056,0.0001,-1,0,-0.0122,0.0000
0.1958,0.4241,-0.0342,0.0052,-0.0003,-1,-1,-0.0122,-0.0092
0.1979,0.3987,-0.0752,0.0049,-0.0007,-1,-27,-0.0122,-0.2472
0.2000,0.3814,-0.1132,0.0047,-0.0010,-1,27,-0.0122,0.2472
0.2021,0.3724,-0.1506,0.0045,-0.0014,-1,-1,-0.0122,-0.0092
0.2042,0.3711,-0.1892,0.0045,-0.0017,1,0,0.0122,0.0000
0.2062,0.3768,-0.2289,0.0046,-0.0021,1,0,0.0122,0.0000
0.2083,0.3891,-0.2695,0.0047,-0.0025,0,0,0.0000,0.0000
0.2104,0.4072,-0.3106,0.0050,-0.0028,1,0,0.0122,0.0000
0.2125,0.4307,-0.3517,0.0053,-0.0032,1,-1,0.0122,-0.0092
0.2146,0.4591,-0.3922,0.0056,-0.0036,0,0,0.0000,0.0000
0.2167,0.4922,-0.4319,0.0060,-0.0040,1,-1,0.0122,-0.0092
0.2188,0.5294,-0.4702,0.0065,-0.0043,0,-1,0.0000,-0.0092
0.2208,0.5706,-0.5069,0.0070,-0.0046,0,-1,0.0000,-0.0092
0.2229,0.6152,-0.5418,0.0075,-0.0050,0,-1,0.0000,-0.0092
0.2250,0.6628,-0.5748,0.0081,-0.0053,1,-1,0.0122,-0.0092
0.2271,0.7126,-0.6061,0.0087,-0.0055,0,0,0.0000,0.0000
0.2292,0.7639,-0.6358,0.0093,-0.0058,0,0,0.0000,0.0000
0.2312,0.8159,-0.6645,0.0100,-0.0061,-1,-27,-0.0122,-0.2472
0.2333,0.8672,-0.6939,0.0106,-0.0064,0,27,0.0000,0.2472
0.2354,0.9164,-0.7268,0.0112,-0.0067,0,-1,0.0000,-0.0092
0.2375,0.9617,-0.7647,0.0117,-0.0070,2,0,0.0244,0.0000
0.2396,1.0011,-0.8077,0.0122,-0.0074,3,0,0.0366,0.0000
0.2417,1.0329,-0.8549,0.0126,-0.0078,3,0,0.0366,0.0000
0.2437,1.0558,-0.9055,0.0129,-0.0083,2,-1,0.0244,-0.0092
0.2458,1.0692,-0.9585,0.0131,-0.0088,3,-1,0.0366,-0.0092
0.2479,1.0726,-1.0127,0.0131,-0.0093,2,-2,0.0244,-0.0183
0.2500,1.0662,-1.0671,0.0130,-0.0098,2,-1,0.0244,-0.0092
0.2521,1.0503,-1.1208,0.0128,-0.0103,1,-1,0.0122,-0.0092
0.2542,1.0256,-1.1729,0.0125,-0.0107,1,-1,0.0122,-0.0092
0.2562,0.9928,-1.2225,0.0121,-0.0112,1,-2,0.0122,-0.0183
0.2583,0.9526,-1.2689,0.0116,-0.0116,1,-3,0.0122,-0.0275
0.2604,0.9057,-1.3113,0.0111,-0.0120,1,-2,0.0122,-0.0183
0.2625,0.8528,-1.3495,0.0104,-0.0124,0,-1,0.0000,-0.0092
0.2646,0.7945,-1.3839,0.0097,-0.0127,-1,-28,-0.0122,-0.2563
0.2667,0.7313,-1.4164,0.0089,-0.0130,1,27,0.0122,0.2472
0.2687,0.6632,-1.4495,0.0081,-0.0133,0,-2,0.0000,-0.0183
0.2708,0.5904,-1.4850,0.0072,-0.0136,1,-1,0.0122,-0.0092
0.2729,0.5127,-1.5226,0.0063,-0.0139,1,-1,0.0122,-0.0092
0.2750,0.4302,-1.5619,0.0053,-0.0143,1,-2,0.0122,-0.0183
0.2771,0.3429,-1.6021,0.0042,-0.0147,0,-1,0.0000,-0.0092
0.2792,0.2511,-1.6426,0.0031,-0.0150,0,-2,0.0000,-0.0183
0.2812,0.1549,-1.6825,0.0019,-0.0154,0,-2,0.0000,-0.0183
0.2833,0.0544,-1.7213,0.0007,-0.0158,0,-1,0.0000,-0.0092
0.2854,-0.0502,-1.7581,-0.0006,-0.0161,0,-3,0.0000,-0.0275
0.2875,-0.1590,-1.7925,-0.0019,-0.0164,-1,-2,-0.0122,-0.0183
0.2896,-0.2720,-1.8237,-0.0033,-0.0167,-1,-3,-0.0122,-0.0275
0.2917,-0.3894,-1.8517,-0.0048,-0.0170,-1,-3,-0.0122,-0.0275
0.2938,-0.5115,-1.8761,-0.0062,-0.0172,-1,-2,-0.0122,-0.0183
0.2958,-0.6389,-1.8974,-0.0078,-0.0174,-1,-3,-0.0122,-0.0275
0.2979,-0.7723,-1.9164,-0.0094,-0.0175,-1,-28,-0.0122,-0.2563
0.3000,-0.9126,-1.9354,-0.0111,-0.0177,-1,27,-0.0122,0.2472
0.3021,-1.0607,-1.9577,-0.0129,-0.0179,-1,-2,-0.0122,-0.0183
0.3042,-1.2173,-1.9854,-0.0149,-0.0182,1,-1,0.0122,-0.0092
0.3063,-1.3832,-2.0186,-0.0169,-0.0185,0,-1,0.0000,-0.0092
0.3083,-1.5587,-2.0570,-0.0190,-0.0188,0,-1,0.0000,-0.0092
0.3104,-1.7436,-2.0996,-0.0213,-0.0192,0,-1,0.0000,-0.0092
0.3125,-1.9373,-2.1454,-0.0236,-0.0196,-1,-1,-0.0122,-0.0092
0.3146,-2.1388,-2.1931,-0.0261,-0.0201,-1,-3,-0.0122,-0.0275
0.3167,-2.3466,-2.2411,-0.0286,-0.0205,-1,-3,-0.0122,-0.0275
0.3187,-2.5590,-2.2879,-0.0312,-0.0209,-2,-2,-0.0244,-0.0183
0.3208,-2.7739,-2.3322,-0.0339,-0.0214,-2,-3,-0.0244,-0.0275
0.3229,-2.9891,-2.3726,-0.0365,-0.0217,-3,-3,-0.0366,-0.0275
0.3250,-3.2020,-2.4080,-0.0391,-0.0220,-2,-3,-0.0244,-0.0275
0.3271,-3.4101,-2.4374,-0.0416,-0.0223,-2,-2,-0.0244,-0.0183
0.3292,-3.6103,-2.4599,-0.0441,-0.0225,-3,-3,-0.0366,-0.0275
0.3312,-3.7995,-2.4752,-0.0464,-0.0227,-3,-30,-0.0366,-0.2747
0.3333,-3.9741,-2.4844,-0.0485,-0.0227,-2,27,-0.0244,0.2472
0.3354,-4.1304,-2.4895,-0.0504,-0.0228,-2,-3,-0.0244,-0.0275
0.3375,-4.2639,-2.4916,-0.0520,-0.0228,0,-1,0.0000,-0.0092
0.3396,-4.3694,-2.4896,-0.0533,-0.0228,0,-2,0.0000,-0.0183
0.3417,-4.4408,-2.4821,-0.0542,-0.0227,0,-2,0.0000,-0.0183
0.3438,-4.4705,-2.4673,-0.0546,-0.0226,0,-1,0.0000,-0.0092
0.3458,-4.4498,-2.4431,-0.0543,-0.0224,-1,-2,-0.0122,-0.0183
0.3479,-4.3686,-2.4073,-0.0533,-0.0220,-1,-2,-0.0122,-0.0183
0.3500,-4.2159,-2.3573,-0.0515,-0.0216,-1,-2,-0.0122,-0.0183
0.3521,-3.9795,-2.2907,-0.0486,-0.0210,-1,-2,-0.0122,-0.0183
0.3542,-3.6465,-2.2046,-0.0445,-0.0202,-2,-2,-0.0244,-0.0183
0.3563,-3.2031,-2.0963,-0.0391,-0.0192,-2,-2,-0.0244,-0.0183
0.3583,-2.6348,-1.9629,-0.0322,-0.0180,-2,-3,-0.0244,-0.0275
0.3604,-1.9271,-1.8016,-0.0235,-0.0165,-2,-2,-0.0244,-0.0183
0.3625,-1.0649,-1.6099,-0.0130,-0.0147,-2,-2,-0.0244,-0.0183
0.3646,-0.0336,-1.3856,-0.0004,-0.0127,-3,-29,-0.0366,-0.2655
0.3667,1.1814,-1.1283,0.0144,-0.0103,-2,27,-0.0244,0.2472
0.3688,2.5937,-0.8387,0.0317,-0.0077,-2,-2,-0.0244,-0.0183
0.3708,4.2161,-0.5164,0.0515,-0.0047,-1,-1,-0.0122,-0.0092
0.3729,6.0599,-0.1596,0.0740,-0.0015,-1,-1,-0.0122,-0.0092
0.3750,8.1349,0.2338,0.0993,0.0021,-1,-2,-0.0122,-0.0183
0.3771,10.4486,0.6653,0.1275,0.0061,-1,-1,-0.0122,-0.0092
0.3792,13.0058,1.1363,0.1588,0.0104,-2,-1,-0.0244,-0.0092
0.3812,15.8080,1.6472,0.1930,0.0151,-1,-2,-0.0122,-0.0183
0.3833,18.8521,2.1981,0.2301,0.0201,-1,-2,-0.0122,-0.0183
0.3854,22.1302,2.7877,0.2701,0.0255,-2,-2,-0.0244,-0.0183
0.3875,25.6281,3.4138,0.3128,0.0313,-2,-1,-0.0244,-0.0092
0.3896,29.3249,4.0726,0.3580,0.0373,0,-1,0.0000,-0.0092
0.3917,33.1915,4.7592,0.4052,0.0436,5,0,0.0610,0.0000
0.3937,37.1908,5.4671,0.4540,0.0501,19,3,0.2319,0.0275
0.3958,41.2784,6.1887,0.5039,0.0567,28,5,0.3418,0.0458
0.3979,45.4042,6.9152,0.5543,0.0633,54,-17,0.6592,-0.1556
0.4000,49.5155,7.6359,0.6044,0.0699,36,27,0.4395,0.2472
0.4021,53.5587,8.3391,0.6538,0.0763,99,22,1.2085,0.2014
0.4042,57.4836,9.0147,0.7017,0.0825,109,24,1.3306,0.2197
0.4062,61.2491,9.6563,0.7477,0.0884,114,24,1.3916,0.2197
0.4083,64.8273,10.2621,0.7913,0.0940,112,23,1.3672,0.2106
