time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-0.9674,26.9066,-0.0118,0.2463,-1,27,-0.0122,0.2472
0.0021,-0.9658,24.3250,-0.0118,0.2227,-1,-1,-0.0122,-0.0092
0.0042,-0.9644,21.7814,-0.0118,0.1994,-1,-1,-0.0122,-0.0092
0.0063,-0.9635,19.3091,-0.0118,0.1768,-1,-1,-0.0122,-0.0092
0.0083,-0.9631,16.9352,-0.0118,0.1550,-1,-1,-0.0122,-0.0092
0.0104,-0.9633,14.6805,-0.0118,0.1344,-1,-1,-0.0122,-0.0092
0.0125,-0.9642,12.5608,-0.0118,0.1150,-1,-1,-0.0122,-0.0092
0.0146,-0.9660,10.5872,-0.0118,0.0969,-1,-1,-0.0122,-0.0092
0.0167,-0.9688,8.7667,-0.0118,0.0803,-1,-1,-0.0122,-0.0092
0.0187,-0.9727,7.1028,-0.0119,0.0650,-1,-1,-0.0122,-0.0092
0.0208,-0.9779,5.5962,-0.0119,0.0512,-1,-1,-0.0122,-0.0092
0.0229,-0.9847,4.2452,-0.0120,0.0389,-1,-1,-0.0122,-0.0092
0.0250,-0.9931,3.0460,-0.0121,0.0279,-1,-1,-0.0122,-0.0092
0.0271,-1.0033,1.9933,-0.0122,0.0182,-1,-1,-0.0122,-0.0092
0.0292,-1.0155,1.0807,-0.0124,0.0099,-1,-1,-0.0122,-0.0092
0.0312,-1.0300,0.3002,-0.0126,0.0027,-1,-28,-0.0122,-0.2563
0.0333,-1.0468,-0.3582,-0.0128,-0.0033,-1,27,-0.0122,0.2472
0.0354,-1.0662,-0.9059,-0.0130,-0.0083,-1,-1,-0.0122,-0.0092
0.0375,-1.0882,-1.3533,-0.0133,-0.0124,-1,-1,-0.0122,-0.0092
0.0396,-1.1131,-1.7092,-0.0136,-0.0156,-1,-1,-0.0122,-0.0092
0.0417,-1.1409,-1.9821,-0.0139,-0.0181,-1,-1,-0.0122,-0.0092
0.0437,-1.1716,-2.1800,-0.0143,-0.0200,-1,-1,-0.0122,-0.0092
0.0458,-1.2055,-2.3108,-0.0147,-0.0212,-1,-1,-0.0122,-0.0092
0.0479,-1.2423,-2.3820,-0.0152,-0.0218,-1,-1,-0.0122,-0.0092
0.0500,-1.2820,-2.4007,-0.0156,-0.0220,-1,-1,-0.0122,-0.0092
0.0521,-1.3245,-2.3735,-0.0162,-0.0217,-1,-1,-0.0122,-0.0092
0.0542,-1.3695,-2.3069,-0.0167,-0.0211,-1,-1,-0.0122,-0.0092
0.0563,-1.4167,-2.2067,-0.0173,-0.0202,-1,-1,-0.0122,-0.0092
0.0583,-1.4657,-2.0784,-0.0179,-0.0190,-1,-1,-0.0122,-0.0092
0.0604,-1.5159,-1.9273,-0.0185,-0.0176,-2,1,-0.0244,0.0092
0.0625,-1.5666,-1.7579,-0.0191,-0.0161,-2,1,-0.0244,0.0092
0.0646,-1.6174,-1.5747,-0.0197,-0.0144,-2,-26,-0.0244,-0.2380
0.0667,-1.6679,-1.3829,-0.0204,-0.0127,-1,27,-0.0122,0.2472
0.0688,-1.7175,-1.1880,-0.0210,-0.0109,-2,1,-0.0244,0.0092
0.0708,-1.7659,-0.9940,-0.0216,-0.0091,-2,1,-0.0244,0.0092
0.0729,-1.8126,-0.8026,-0.0221,-0.0073,-2,1,-0.0244,0.0092
0.0750,-1.8573,-0.6148,-0.0227,-0.0056,-2,0,-0.0244,0.0000
0.0771,-1.8997,-0.4308,-0.0232,-0.0039,-3,0,-0.0366,0.0000
0.0792,-1.9396,-0.2508,-0.0237,-0.0023,-2,0,-0.0244,0.0000
0.0813,-1.9770,-0.0747,-0.0241,-0.0007,-2,0,-0.0244,0.0000
0.0833,-2.0119,0.0976,-0.0246,0.0009,-2,0,-0.0244,0.0000
0.0854,-2.0445,0.2664,-0.0250,0.0024,-2,0,-0.0244,0.0000
0.0875,-2.0747,0.4316,-0.0253,0.0040,-2,0,-0.0244,0.0000
0.0896,-2.1028,0.5934,-0.0257,0.0054,-2,0,-0.0244,0.0000
0.0917,-2.1286,0.7516,-0.0260,0.0069,-2,0,-0.0244,0.0000
0.0938,-2.1523,0.9061,-0.0263,0.0083,-3,2,-0.0366,0.0183
0.0958,-2.1739,1.0566,-0.0265,0.0097,-3,3,-0.0366,0.0275
0.0979,-2.1937,1.2026,-0.0268,0.0110,-3,-25,-0.0366,-0.2289
0.1000,-2.2121,1.3424,-0.0270,0.0123,-1,27,-0.0122,0.2472
0.1021,-2.2296,1.4735,-0.0272,0.0135,-2,3,-0.0244,0.0275
0.1042,-2.2467,1.5944,-0.0274,0.0146,-2,2,-0.0244,0.0183
0.1062,-2.2637,1.7053,-0.0276,0.0156,-3,2,-0.0366,0.0183
0.1083,-2.2808,1.8070,-0.0278,0.0165,-2,2,-0.0244,0.0183
0.1104,-2.2985,1.9004,-0.0281,0.0174,-2,2,-0.0244,0.0183
0.1125,-2.3170,1.9865,-0.0283,0.0182,-2,1,-0.0244,0.0092
0.1146,-2.3366,2.0662,-0.0285,0.0189,-2,1,-0.0244,0.0092
0.1167,-2.3574,2.1402,-0.0288,0.0196,-2,2,-0.0244,0.0183
0.1187,-2.3796,2.2091,-0.0290,0.0202,-2,2,-0.0244,0.0183
0.1208,-2.4031,2.2732,-0.0293,0.0208,-2,2,-0.0244,0.0183
0.1229,-2.4277,2.3328,-0.0296,0.0214,-2,2,-0.0244,0.0183
0.1250,-2.4532,2.3881,-0.0299,0.0219,-2,2,-0.0244,0.0183
0.1271,-2.4792,2.4394,-0.0303,0.0223,-3,4,-0.0366,0.0366
0.1292,-2.5052,2.4869,-0.0306,0.0228,-3,4,-0.0366,0.0366
0.1313,-2.5310,2.5305,-0.0309,0.0232,-3,-23,-0.0366,-0.2106
0.1333,-2.5562,2.5692,-0.0312,0.0235,-1,27,-0.0122,0.2472
0.1354,-2.5805,2.6008,-0.0315,0.0238,-3,3,-0.0366,0.0275
0.1375,-2.6036,2.6244,-0.0318,0.0240,-3,3,-0.0366,0.0275
0.1396,-2.6251,2.6401,-0.0320,0.0242,-3,3,-0.0366,0.0275
0.1417,-2.6447,2.6488,-0.0323,0.0243,-3,3,-0.0366,0.0275
0.1437,-2.6622,2.6514,-0.0325,0.0243,-3,3,-0.0366,0.0275
0.1458,-2.6775,2.6491,-0.0327,0.0243,-3,3,-0.0366,0.0275
0.1479,-2.6906,2.6428,-0.0328,0.0242,-3,2,-0.0366,0.0183
0.1500,-2.7015,2.6337,-0.0330,0.0241,-3,2,-0.0366,0.0183
0.1521,-2.7106,2.6230,-0.0331,0.0240,-3,2,-0.0366,0.0183
0.1542,-2.7179,2.6114,-0.0332,0.0239,-2,2,-0.0244,0.0183
0.1562,-2.7239,2.5997,-0.0333,0.0238,-2,2,-0.0244,0.0183
0.1583,-2.7286,2.5884,-0.0333,0.0237,-2,1,-0.0244,0.0092
0.1604,-2.7321,2.5776,-0.0334,0.0236,-4,4,-0.0488,0.0366
0.1625,-2.7341,2.5677,-0.0334,0.0235,-4,4,-0.0488,0.0366
0.1646,-2.7350,2.5585,-0.0334,0.0234,-3,-23,-0.0366,-0.2106
0.1667,-2.7350,2.5485,-0.0334,0.0233,-1,27,-0.0122,0.2472
0.1688,-2.7344,2.5356,-0.0334,0.0232,-3,3,-0.0366,0.0275
0.1708,-2.7335,2.5184,-0.0334,0.0231,-3,3,-0.0366,0.0275
0.1729,-2.7324,2.4969,-0.0334,0.0229,-3,3,-0.0366,0.0275
0.1750,-2.7314,2.4719,-0.0333,0.0226,-3,3,-0.0366,0.0275
0.1771,-2.7306,2.4441,-0.0333,0.0224,-3,3,-0.0366,0.0275
0.1792,-2.7305,2.4146,-0.0333,0.0221,-3,2,-0.0366,0.0183
0.1812,-2.7315,2.3842,-0.0333,0.0218,-2,2,-0.0244,0.0183
0.1833,-2.7340,2.3541,-0.0334,0.0216,-2,2,-0.0244,0.0183
0.1854,-2.7382,2.3251,-0.0334,0.0213,-2,2,-0.0244,0.0183
0.1875,-2.7443,2.2980,-0.0335,0.0210,-2,2,-0.0244,0.0183
0.1896,-2.7521,2.2734,-0.0336,0.0208,-2,2,-0.0244,0.0183
0.1917,-2.7612,2.2521,-0.0337,0.0206,-2,1,-0.0244,0.0092
0.1938,-2.7712,2.2344,-0.0338,0.0205,-3,3,-0.0366,0.0275
0.1958,-2.7812,2.2207,-0.0339,0.0203,-3,3,-0.0366,0.0275
0.1979,-2.7906,2.2109,-0.0341,0.0202,-3,-24,-0.0366,-0.2197
0.2000,-2.7987,2.2035,-0.0342,0.0202,-4,27,-0.0488,0.2472
0.2021,-2.8050,2.1963,-0.0342,0.0201,-3,4,-0.0366,0.0366
0.2042,-2.8092,2.1877,-0.0343,0.0200,-3,3,-0.0366,0.0275
0.2062,-2.8110,2.1779,-0.0343,0.0199,-3,2,-0.0366,0.0183
0.2083,-2.8103,2.1677,-0.0343,0.0198,-3,2,-0.0366,0.0183
0.2104,-2.8070,2.1581,-0.0343,0.0198,-3,2,-0.0366,0.0183
0.2125,-2.8011,2.1499,-0.0342,0.0197,-3,2,-0.0366,0.0183
0.2146,-2.7927,2.1439,-0.0341,0.0196,-3,2,-0.0366,0.0183
0.2167,-2.7817,2.1409,-0.0340,0.0196,-3,2,-0.0366,0.0183
0.2188,-2.7684,2.1416,-0.0338,0.0196,-3,2,-0.0366,0.0183
0.2208,-2.7530,2.1467,-0.0336,0.0197,-2,1,-0.0244,0.0092
0.2229,-2.7356,2.1568,-0.0334,0.0197,-2,1,-0.0244,0.0092
0.2250,-2.7162,2.1720,-0.0332,0.0199,-2,1,-0.0244,0.0092
0.2271,-2.6948,2.1925,-0.0329,0.0201,-3,3,-0.0366,0.0275
0.2292,-2.6710,2.2180,-0.0326,0.0203,-3,3,-0.0366,0.0275
0.2312,-2.6447,2.2479,-0.0323,0.0206,-3,-24,-0.0366,-0.2197
0.2333,-2.6156,2.2804,-0.0319,0.0209,-3,27,-0.0366,0.2472
0.2354,-2.5837,2.3123,-0.0315,0.0212,-3,3,-0.0366,0.0275
0.2375,-2.5490,2.3417,-0.0311,0.0214,-3,3,-0.0366,0.0275
0.2396,-2.5117,2.3678,-0.0307,0.0217,-3,3,-0.0366,0.0275
0.2417,-2.4720,2.3909,-0.0302,0.0219,-3,3,-0.0366,0.0275
0.2437,-2.4305,2.4110,-0.0297,0.0221,-3,3,-0.0366,0.0275
0.2458,-2.3876,2.4285,-0.0291,0.0222,-2,2,-0.0244,0.0183
0.2479,-2.3441,2.4440,-0.0286,0.0224,-2,2,-0.0244,0.0183
0.2500,-2.3006,2.4578,-0.0281,0.0225,-2,2,-0.0244,0.0183
0.2521,-2.2576,2.4703,-0.0276,0.0226,-2,2,-0.0244,0.0183
0.2542,-2.2156,2.4816,-0.0270,0.0227,-2,2,-0.0244,0.0183
0.2562,-2.1750,2.4918,-0.0265,0.0228,-1,2,-0.0122,0.0183
0.2583,-2.1359,2.5007,-0.0261,0.0229,-1,2,-0.0122,0.0183
0.2604,-2.0984,2.5082,-0.0256,0.0230,-3,4,-0.0366,0.0366
0.2625,-2.0623,2.5141,-0.0252,0.0230,-2,4,-0.0244,0.0366
0.2646,-2.0275,2.5180,-0.0247,0.0231,-2,-23,-0.0244,-0.2106
0.2667,-1.9938,2.5183,-0.0243,0.0231,-3,27,-0.0366,0.2472
0.2687,-1.9611,2.5126,-0.0239,0.0230,-2,3,-0.0244,0.0275
0.2708,-1.9297,2.4992,-0.0236,0.0229,-2,3,-0.0244,0.0275
0.2729,-1.8996,2.4781,-0.0232,0.0227,-2,3,-0.0244,0.0275
0.2750,-1.8711,2.4498,-0.0228,0.0224,-2,3,-0.0244,0.0275
0.2771,-1.8443,2.4148,-0.0225,0.0221,-2,3,-0.0244,0.0275
0.2792,-1.8196,2.3740,-0.0222,0.0217,-2,2,-0.0244,0.0183
0.2812,-1.7973,2.3283,-0.0219,0.0213,-1,2,-0.0122,0.0183
0.2833,-1.7776,2.2784,-0.0217,0.0209,-1,2,-0.0122,0.0183
0.2854,-1.7607,2.2251,-0.0215,0.0204,-1,2,-0.0122,0.0183
0.2875,-1.7464,2.1691,-0.0213,0.0199,-1,2,-0.0122,0.0183
0.2896,-1.7344,2.1110,-0.0212,0.0193,-1,2,-0.0122,0.0183
0.2917,-1.7243,2.0514,-0.0210,0.0188,-1,1,-0.0122,0.0092
0.2938,-1.7152,1.9908,-0.0209,0.0182,-2,3,-0.0244,0.0275
0.2958,-1.7063,1.9294,-0.0208,0.0177,-2,3,-0.0244,0.0275
0.2979,-1.6967,1.8675,-0.0207,0.0171,-2,-24,-0.0244,-0.2197
0.3000,-1.6857,1.8038,-0.0206,0.0165,-4,27,-0.0488,0.2472
0.3021,-1.6728,1.7362,-0.0204,0.0159,-2,3,-0.0244,0.0275
0.3042,-1.6577,1.6635,-0.0202,0.0152,-2,2,-0.0244,0.0183
0.3063,-1.6404,1.5864,-0.0200,0.0145,-2,2,-0.0244,0.0183
0.3083,-1.6212,1.5057,-0.0198,0.0138,-2,2,-0.0244,0.0183
0.3104,-1.6003,1.4229,-0.0195,0.0130,-2,2,-0.0244,0.0183
0.3125,-1.5782,1.3392,-0.0193,0.0123,-2,1,-0.0244,0.0092
0.3146,-1.5552,1.2562,-0.0190,0.0115,-1,1,-0.0122,0.0092
0.3167,-1.5320,1.1751,-0.0187,0.0108,-1,0,-0.0122,0.0000
0.3187,-1.5089,1.0973,-0.0184,0.0100,-1,0,-0.0122,0.0000
0.3208,-1.4864,1.0238,-0.0181,0.0094,-1,0,-0.0122,0.0000
0.3229,-1.4645,0.9553,-0.0179,0.0087,-1,0,-0.0122,0.0000
0.3250,-1.4432,0.8922,-0.0176,0.0082,-1,0,-0.0122,0.0000
0.3271,-1.4226,0.8346,-0.0174,0.0076,-2,2,-0.0244,0.0183
0.3292,-1.4024,0.7827,-0.0171,0.0072,-2,2,-0.0244,0.0183
0.3312,-1.3825,0.7361,-0.0169,0.0067,-2,-26,-0.0244,-0.2380
0.3333,-1.3631,0.6932,-0.0166,0.0063,-1,27,-0.0122,0.2472
0.3354,-1.3444,0.6517,-0.0164,0.0060,-2,1,-0.0244,0.0092
0.3375,-1.3265,0.6100,-0.0162,0.0056,-2,1,-0.0244,0.0092
0.3396,-1.3100,0.5682,-0.0160,0.0052,-1,1,-0.0122,0.0092
0.3417,-1.2951,0.5269,-0.0158,0.0048,-1,1,-0.0122,0.0092
0.3438,-1.2825,0.4869,-0.0157,0.0045,-1,0,-0.0122,0.0000
0.3458,-1.2724,0.4490,-0.0155,0.0041,-1,0,-0.0122,0.0000
0.3479,-1.2652,0.4139,-0.0154,0.0038,0,0,0.0000,0.0000
0.3500,-1.2609,0.3823,-0.0154,0.0035,0,0,0.0000,0.0000
0.3521,-1.2594,0.3547,-0.0154,0.0032,0,0,0.0000,0.0000
0.3542,-1.2602,0.3315,-0.0154,0.0030,0,0,0.0000,0.0000
0.3563,-1.2624,0.3129,-0.0154,0.0029,-1,0,-0.0122,0.0000
0.3583,-1.2647,0.2993,-0.0154,0.0027,-1,-1,-0.0122,-0.0092
0.3604,-1.2660,0.2905,-0.0155,0.0027,-2,1,-0.0244,0.0092
0.3625,-1.2649,0.2865,-0.0154,0.0026,-2,1,-0.0244,0.0092
0.3646,-1.2602,0.2868,-0.0154,0.0026,-2,-26,-0.0244,-0.2380
0.3667,-1.2510,0.2894,-0.0153,0.0026,-2,27,-0.0244,0.2472
0.3688,-1.2363,0.2918,-0.0151,0.0027,-2,1,-0.0244,0.0092
0.3708,-1.2158,0.2922,-0.0148,0.0027,-2,0,-0.0244,0.0000
0.3729,-1.1890,0.2904,-0.0145,0.0027,-2,0,-0.0244,0.0000
0.3750,-1.1559,0.2869,-0.0141,0.0026,-2,0,-0.0244,0.0000
0.3771,-1.1167,0.2820,-0.0136,0.0026,-2,0,-0.0244,0.0000
0.3792,-1.0716,0.2758,-0.0131,0.0025,-1,0,-0.0122,0.0000
0.3812,-1.0213,0.2686,-0.0125,0.0025,-1,0,-0.0122,0.0000
