time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-1.0056,26.9544,-0.0123,0.2468,-1,27,-0.0122,0.2472
0.0021,-1.0046,24.3755,-0.0123,0.2232,-1,-1,-0.0122,-0.0092
0.0042,-1.0033,21.8342,-0.0122,0.1999,-1,-1,-0.0122,-0.0092
0.0063,-1.0016,19.3637,-0.0122,0.1773,-1,-1,-0.0122,-0.0092
0.0083,-0.9996,16.9909,-0.0122,0.1556,-1,-1,-0.0122,-0.0092
0.0104,-0.9972,14.7365,-0.0122,0.1349,-1,-1,-0.0122,-0.0092
0.0125,-0.9943,12.6161,-0.0121,0.1155,-1,-1,-0.0122,-0.0092
0.0146,-0.9909,10.6406,-0.0121,0.0974,-1,-1,-0.0122,-0.0092
0.0167,-0.9871,8.8168,-0.0120,0.0807,-1,-1,-0.0122,-0.0092
0.0187,-0.9827,7.1480,-0.0120,0.0654,-1,-1,-0.0122,-0.0092
0.0208,-0.9777,5.6347,-0.0119,0.0516,-1,-1,-0.0122,-0.0092
0.0229,-0.9721,4.2748,-0.0119,0.0391,-1,-1,-0.0122,-0.0092
0.0250,-0.9659,3.0644,-0.0118,0.0281,-1,-1,-0.0122,-0.0092
0.0271,-0.9591,1.9979,-0.0117,0.0183,-1,-1,-0.0122,-0.0092
0.0292,-0.9517,1.0685,-0.0116,0.0098,-1,-1,-0.0122,-0.0092
0.0312,-0.9437,0.2681,-0.0115,0.0025,-1,-28,-0.0122,-0.2563
0.0333,-0.9352,-0.4137,-0.0114,-0.0038,-1,27,-0.0122,0.2472
0.0354,-0.9261,-0.9884,-0.0113,-0.0090,-1,-1,-0.0122,-0.0092
0.0375,-0.9166,-1.4668,-0.0112,-0.0134,-1,-1,-0.0122,-0.0092
0.0396,-0.9067,-1.8579,-0.0111,-0.0170,-1,-1,-0.0122,-0.0092
