time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-1.0063,26.9373,-0.0123,0.2466,-1,27,-0.0122,0.2472
0.0021,-1.0069,24.3579,-0.0123,0.2230,-1,-1,-0.0122,-0.0092
0.0042,-1.0076,21.8163,-0.0123,0.1997,-1,-1,-0.0122,-0.0092
0.0063,-1.0082,19.3459,-0.0123,0.1771,-1,-1,-0.0122,-0.0092
0.0083,-1.0088,16.9734,-0.0123,0.1554,-1,-1,-0.0122,-0.0092
0.0104,-1.0094,14.7198,-0.0123,0.1348,-1,-1,-0.0122,-0.0092
0.0125,-1.0099,12.6007,-0.0123,0.1154,-1,-1,-0.0122,-0.0092
0.0146,-1.0103,10.6270,-0.0123,0.0973,-1,-1,-0.0122,-0.0092
0.0167,-1.0106,8.8056,-0.0123,0.0806,-1,-1,-0.0122,-0.0092
0.0187,-1.0108,7.1399,-0.0123,0.0654,-1,-1,-0.0122,-0.0092
0.0208,-1.0108,5.6305,-0.0123,0.0515,-1,-1,-0.0122,-0.0092
0.0229,-1.0106,4.2754,-0.0123,0.0391,-1,-1,-0.0122,-0.0092
0.0250,-1.0102,3.0707,-0.0123,0.0281,-1,-1,-0.0122,-0.0092
0.0271,-1.0095,2.0110,-0.0123,0.0184,-1,-1,-0.0122,-0.0092
0.0292,-1.0085,1.0896,-0.0123,0.0100,-1,-1,-0.0122,-0.0092
0.0312,-1.0071,0.2983,-0.0123,0.0027,-1,-28,-0.0122,-0.2563
0.0333,-1.0053,-0.3730,-0.0123,-0.0034,-1,27,-0.0122,0.2472
0.0354,-1.0030,-0.9359,-0.0122,-0.0086,-1,-1,-0.0122,-0.0092
0.0375,-1.0002,-1.4010,-0.0122,-0.0128,-1,-1,-0.0122,-0.0092
0.0396,-0.9968,-1.7775,-0.0122,-0.0163,-1,-1,-0.0122,-0.0092
0.0417,-0.9928,-2.0738,-0.0121,-0.0190,-1,-1,-0.0122,-0.0092
0.0437,-0.9881,-2.2981,-0.0121,-0.0210,-1,1,-0.0122,0.0092
0.0458,-0.9827,-2.4582,-0.0120,-0.0225,-1,-1,-0.0122,-0.0092
0.0479,-0.9765,-2.5612,-0.0119,-0.0234,-1,-1,-0.0122,-0.0092
0.0500,-0.9695,-2.6139,-0.0118,-0.0239,-1,-1,-0.0122,-0.0092
0.0521,-0.9617,-2.6222,-0.0117,-0.0240,-1,-1,-0.0122,-0.0092
0.0542,-0.9529,-2.5918,-0.0116,-0.0237,-1,-1,-0.0122,-0.0092
0.0563,-0.9433,-2.5280,-0.0115,-0.0231,-1,-1,-0.0122,-0.0092
0.0583,-0.9328,-2.4353,-0.0114,-0.0223,-1,-1,-0.0122,-0.0092
0.0604,-0.9215,-2.3181,-0.0112,-0.0212,-1,-1,-0.0122,-0.0092
0.0625,-0.9093,-2.1802,-0.0111,-0.0200,-1,-1,-0.0122,-0.0092
0.0646,-0.8963,-2.0256,-0.0109,-0.0185,-1,-28,-0.0122,-0.2563
0.0667,-0.8827,-1.8593,-0.0108,-0.0170,0,27,0.0000,0.2472
0.0688,-0.8684,-1.6870,-0.0106,-0.0154,-1,-1,-0.0122,-0.0092
0.0708,-0.8533,-1.5130,-0.0104,-0.0139,-1,-1,-0.0122,-0.0092
0.0729,-0.8374,-1.3401,-0.0102,-0.0123,-1,-1,-0.0122,-0.0092
0.0750,-0.8207,-1.1699,-0.0100,-0.0107,-1,-1,-0.0122,-0.0092
0.0771,-0.8031,-1.0044,-0.0098,-0.0092,-1,1,-0.0122,0.0092
0.0792,-0.7846,-0.8450,-0.0096,-0.0077,-1,1,-0.0122,0.0092
0.0813,-0.7655,-0.6929,-0.0093,-0.0063,-1,1,-0.0122,0.0092
0.0833,-0.7457,-0.5486,-0.0091,-0.0050,0,0,0.0000,0.0000
0.0854,-0.7254,-0.4125,-0.0089,-0.0038,0,0,0.0000,0.0000
0.0875,-0.7047,-0.2844,-0.0086,-0.0026,-1,1,-0.0122,0.0092
0.0896,-0.6835,-0.1640,-0.0083,-0.0015,-1,1,-0.0122,0.0092
0.0917,-0.6616,-0.0509,-0.0081,-0.0005,-1,1,-0.0122,0.0092
0.0938,-0.6390,0.0559,-0.0078,0.0005,-1,1,-0.0122,0.0092
0.0958,-0.6159,0.1577,-0.0075,0.0014,0,0,0.0000,0.0000
0.0979,-0.5922,0.2552,-0.0072,0.0023,0,-27,0.0000,-0.2472
0.1000,-0.5680,0.3479,-0.0069,0.0032,0,27,0.0000,0.2472
0.1021,-0.5431,0.4343,-0.0066,0.0040,-1,-1,-0.0122,-0.0092
0.1042,-0.5172,0.5133,-0.0063,0.0047,-1,0,-0.0122,0.0000
0.1062,-0.4903,0.5856,-0.0060,0.0054,-1,0,-0.0122,0.0000
0.1083,-0.4622,0.6519,-0.0056,0.0060,-1,1,-0.0122,0.0092
0.1104,-0.4330,0.7127,-0.0053,0.0065,-1,1,-0.0122,0.0092
0.1125,-0.4030,0.7687,-0.0049,0.0070,0,1,0.0000,0.0092
0.1146,-0.3724,0.8206,-0.0045,0.0075,0,1,0.0000,0.0092
0.1167,-0.3416,0.8693,-0.0042,0.0080,0,1,0.0000,0.0092
0.1187,-0.3107,0.9155,-0.0038,0.0084,-1,1,-0.0122,0.0092
0.1208,-0.2800,0.9602,-0.0034,0.0088,-1,1,-0.0122,0.0092
0.1229,-0.2497,1.0042,-0.0030,0.0092,0,1,0.0000,0.0092
0.1250,-0.2202,1.0484,-0.0027,0.0096,0,1,0.0000,0.0092
0.1271,-0.1920,1.0937,-0.0023,0.0100,0,1,0.0000,0.0092
0.1292,-0.1654,1.1411,-0.0020,0.0104,0,1,0.0000,0.0092
0.1313,-0.1407,1.1909,-0.0017,0.0109,0,-26,0.0000,-0.2380
0.1333,-0.1182,1.2419,-0.0014,0.0114,0,27,0.0000,0.2472
0.1354,-0.0980,1.2919,-0.0012,0.0118,0,1,0.0000,0.0092
0.1375,-0.0805,1.3393,-0.0010,0.0123,0,1,0.0000,0.0092
0.1396,-0.0656,1.3839,-0.0008,0.0127,0,1,0.0000,0.0092
0.1417,-0.0536,1.4260,-0.0007,0.0131,0,1,0.0000,0.0092
0.1437,-0.0446,1.4656,-0.0005,0.0134,0,2,0.0000,0.0183
0.1458,-0.0386,1.5030,-0.0005,0.0138,0,2,0.0000,0.0183
0.1479,-0.0357,1.5382,-0.0004,0.0141,0,2,0.0000,0.0183
0.1500,-0.0360,1.5715,-0.0004,0.0144,0,2,0.0000,0.0183
0.1521,-0.0396,1.6034,-0.0005,0.0147,0,2,0.0000,0.0183
0.1542,-0.0465,1.6343,-0.0006,0.0150,0,2,0.0000,0.0183
