time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-0.9895,26.7823,-0.0121,0.2452,-1,27,-0.0122,0.2472
0.0021,-1.0023,24.1601,-0.0122,0.2212,-1,-1,-0.0122,-0.0092
0.0042,-1.0176,21.5707,-0.0124,0.1975,-1,-1,-0.0122,-0.0092
0.0063,-1.0357,19.0473,-0.0126,0.1744,-1,-1,-0.0122,-0.0092
0.0083,-1.0568,16.6167,-0.0129,0.1521,-1,-1,-0.0122,-0.0092
0.0104,-1.0812,14.2999,-0.0132,0.1309,-1,-1,-0.0122,-0.0092
0.0125,-1.1090,12.1127,-0.0135,0.1109,-1,-1,-0.0122,-0.0092
0.0146,-1.1403,10.0662,-0.0139,0.0922,-1,-1,-0.0122,-0.0092
0.0167,-1.1754,8.1678,-0.0143,0.0748,-1,-1,-0.0122,-0.0092
0.0187,-1.2143,6.4215,-0.0148,0.0588,-1,-1,-0.0122,-0.0092
0.0208,-1.2571,4.8286,-0.0153,0.0442,-1,-1,-0.0122,-0.0092
0.0229,-1.3038,3.3881,-0.0159,0.0310,-1,-1,-0.0122,-0.0092
0.0250,-1.3542,2.0975,-0.0165,0.0192,-1,-1,-0.0122,-0.0092
0.0271,-1.4082,0.9526,-0.0172,0.0087,-1,-1,-0.0122,-0.0092
0.0292,-1.4655,-0.0513,-0.0179,-0.0005,-1,-1,-0.0122,-0.0092
0.0312,-1.5256,-0.9203,-0.0186,-0.0084,-1,-28,-0.0122,-0.2563
0.0333,-1.5881,-1.6623,-0.0194,-0.0152,-4,27,-0.0488,0.2472
0.0354,-1.6526,-2.2859,-0.0202,-0.0209,-3,-3,-0.0366,-0.0275
0.0375,-1.7190,-2.7992,-0.0210,-0.0256,0,-21,0.0000,-0.1923
0.0396,-1.7874,-3.2101,-0.0218,-0.0294,-1,-3,-0.0122,-0.0275
0.0417,-1.8577,-3.5278,-0.0227,-0.0323,-1,-3,-0.0122,-0.0275
0.0437,-1.9295,-3.7630,-0.0236,-0.0345,-2,-1,-0.0244,-0.0092
0.0458,-2.0025,-3.9263,-0.0244,-0.0359,-3,-1,-0.0366,-0.0092
0.0479,-2.0763,-4.0275,-0.0253,-0.0369,-3,-1,-0.0366,-0.0092
