time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-1.0119,26.9402,-0.0124,0.2466,-1,27,-0.0122,0.2472
0.0021,-1.0095,24.3667,-0.0123,0.2231,-1,-1,-0.0122,-0.0092
0.0042,-1.0064,21.8321,-0.0123,0.1999,-1,-1,-0.0122,-0.0092
0.0063,-1.0026,19.3698,-0.0122,0.1773,-1,-1,-0.0122,-0.0092
0.0083,-0.9980,17.0066,-0.0122,0.1557,-1,-1,-0.0122,-0.0092
0.0104,-0.9925,14.7635,-0.0121,0.1352,-1,-1,-0.0122,-0.0092
0.0125,-0.9861,12.6563,-0.0120,0.1159,-1,-1,-0.0122,-0.0092
0.0146,-0.9785,10.6958,-0.0119,0.0979,-1,-1,-0.0122,-0.0092
0.0167,-0.9699,8.8890,-0.0118,0.0814,-1,-1,-0.0122,-0.0092
0.0187,-0.9600,7.2393,-0.0117,0.0663,-1,-1,-0.0122,-0.0092
0.0208,-0.9489,5.7473,-0.0116,0.0526,-1,-1,-0.0122,-0.0092
0.0229,-0.9365,4.4109,-0.0114,0.0404,-1,-1,-0.0122,-0.0092
0.0250,-0.9228,3.2263,-0.0113,0.0295,-1,-1,-0.0122,-0.0092
0.0271,-0.9077,2.1877,-0.0111,0.0200,-1,-1,-0.0122,-0.0092
0.0292,-0.8913,1.2883,-0.0109,0.0118,-1,-1,-0.0122,-0.0092
0.0312,-0.8736,0.5199,-0.0107,0.0048,-1,-28,-0.0122,-0.2563
0.0333,-0.8547,-0.1281,-0.0104,-0.0012,-1,27,-0.0122,0.2472
0.0354,-0.8347,-0.6676,-0.0102,-0.0061,0,0,0.0000,0.0000
0.0375,-0.8136,-1.1094,-0.0099,-0.0102,0,0,0.0000,0.0000
0.0396,-0.7914,-1.4634,-0.0097,-0.0134,-1,-20,-0.0122,-0.1831
0.0417,-0.7678,-1.7396,-0.0094,-0.0159,-2,-1,-0.0244,-0.0092
0.0437,-0.7426,-1.9500,-0.0091,-0.0179,-1,25,-0.0122,0.2289
0.0458,-0.7159,-2.1056,-0.0087,-0.0193,-1,-1,-0.0122,-0.0092
0.0479,-0.6877,-2.2144,-0.0084,-0.0203,0,0,0.0000,0.0000
0.0500,-0.6584,-2.2823,-0.0080,-0.0209,-1,-1,-0.0122,-0.0092
0.0521,-0.6279,-2.3143,-0.0077,-0.0212,-1,-1,-0.0122,-0.0092
0.0542,-0.5965,-2.3149,-0.0073,-0.0212,0,-1,0.0000,-0.0092
0.0563,-0.5643,-2.2881,-0.0069,-0.0209,-1,-1,-0.0122,-0.0092
0.0583,-0.5314,-2.2375,-0.0065,-0.0205,-1,-1,-0.0122,-0.0092
0.0604,-0.4982,-2.1666,-0.0061,-0.0198,-1,-2,-0.0122,-0.0183
0.0625,-0.4650,-2.0784,-0.0057,-0.0190,0,-1,0.0000,-0.0092
0.0646,-0.4321,-1.9761,-0.0053,-0.0181,-2,-27,-0.0244,-0.2472
0.0667,-0.4001,-1.8642,-0.0049,-0.0171,1,27,0.0122,0.2472
0.0688,-0.3696,-1.7478,-0.0045,-0.0160,1,-1,0.0122,-0.0092
0.0708,-0.3408,-1.6302,-0.0042,-0.0149,0,0,0.0000,0.0000
0.0729,-0.3140,-1.5136,-0.0038,-0.0139,-1,-21,-0.0122,-0.1923
0.0750,-0.2892,-1.4007,-0.0035,-0.0128,-1,0,-0.0122,0.0000
0.0771,-0.2664,-1.2955,-0.0033,-0.0119,-1,24,-0.0122,0.2197
0.0792,-0.2460,-1.2015,-0.0030,-0.0110,1,-1,0.0122,-0.0092
0.0813,-0.2283,-1.1198,-0.0028,-0.0103,1,-1,0.0122,-0.0092
0.0833,-0.2134,-1.0493,-0.0026,-0.0096,0,-1,0.0000,-0.0092
0.0854,-0.2013,-0.9885,-0.0025,-0.0090,0,-2,0.0000,-0.0183
0.0875,-0.1917,-0.9361,-0.0023,-0.0086,0,-1,0.0000,-0.0092
0.0896,-0.1843,-0.8908,-0.0022,-0.0082,0,-2,0.0000,-0.0183
0.0917,-0.1787,-0.8514,-0.0022,-0.0078,0,-2,0.0000,-0.0183
0.0938,-0.1745,-0.8172,-0.0021,-0.0075,0,-1,0.0000,-0.0092
0.0958,-0.1712,-0.7876,-0.0021,-0.0072,-1,-2,-0.0122,-0.0183
0.0979,-0.1683,-0.7625,-0.0021,-0.0070,0,-27,0.0000,-0.2472
0.1000,-0.1656,-0.7438,-0.0020,-0.0068,-1,27,-0.0122,0.2472
0.1021,-0.1626,-0.7340,-0.0020,-0.0067,0,-2,0.0000,-0.0183
0.1042,-0.1593,-0.7349,-0.0019,-0.0067,1,-1,0.0122,-0.0092
0.1062,-0.1554,-0.7468,-0.0019,-0.0068,-1,-13,-0.0122,-0.1190
0.1083,-0.1506,-0.7708,-0.0018,-0.0071,0,-2,0.0000,-0.0183
0.1104,-0.1446,-0.8089,-0.0018,-0.0074,-1,24,-0.0122,0.2197
0.1125,-0.1372,-0.8624,-0.0017,-0.0079,0,-1,0.0000,-0.0092
0.1146,-0.1283,-0.9301,-0.0016,-0.0085,0,-2,0.0000,-0.0183
0.1167,-0.1177,-1.0092,-0.0014,-0.0092,0,-2,0.0000,-0.0183
0.1187,-0.1054,-1.0966,-0.0013,-0.0100,0,-3,0.0000,-0.0275
0.1208,-0.0913,-1.1896,-0.0011,-0.0109,1,-3,0.0122,-0.0275
0.1229,-0.0750,-1.2860,-0.0009,-0.0118,0,-3,0.0000,-0.0275
0.1250,-0.0561,-1.3841,-0.0007,-0.0127,-1,-4,-0.0122,-0.0366
0.1271,-0.0344,-1.4828,-0.0004,-0.0136,0,-3,0.0000,-0.0275
