time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-0.4799,26.9547,-0.0059,0.2468,-1,27,-0.0122,0.2472
0.0021,-0.2667,24.3613,-0.0033,0.2230,-1,-1,-0.0122,-0.0092
0.0042,-0.0239,21.8029,-0.0003,0.1996,-1,-1,-0.0122,-0.0092
0.0063,0.2498,19.3124,0.0030,0.1768,-1,-1,-0.0122,-0.0092
0.0083,0.5557,16.9165,0.0068,0.1549,-1,-1,-0.0122,-0.0092
0.0104,0.8944,14.6357,0.0109,0.1340,-1,-1,-0.0122,-0.0092
0.0125,1.2663,12.4855,0.0155,0.1143,-1,-1,-0.0122,-0.0092
0.0146,1.6711,10.4765,0.0204,0.0959,-1,-1,-0.0122,-0.0092
0.0167,2.1078,8.6155,0.0257,0.0789,-1,-1,-0.0122,-0.0092
0.0187,2.5748,6.9058,0.0314,0.0632,-1,-1,-0.0122,-0.0092
0.0208,3.0694,5.3477,0.0375,0.0490,-1,-1,-0.0122,-0.0092
0.0229,3.5879,3.9395,0.0438,0.0361,-1,-1,-0.0122,-0.0092
0.0250,4.1253,2.6772,0.0504,0.0245,-1,-1,-0.0122,-0.0092
0.0271,4.6754,1.5555,0.0571,0.0142,-1,-1,-0.0122,-0.0092
0.0292,5.2304,0.5681,0.0638,0.0052,-1,-1,-0.0122,-0.0092
0.0312,5.7808,-0.2927,0.0706,-0.0027,-1,-28,-0.0122,-0.2563
0.0333,6.3156,-1.0366,0.0771,-0.0095,15,27,0.1831,0.2472
0.0354,6.8233,-1.6744,0.0833,-0.0153,16,-4,0.1953,-0.0366
0.0375,7.2935,-2.2161,0.0890,-0.0203,16,-3,0.1953,-0.0275
0.0396,7.7183,-2.6704,0.0942,-0.0244,16,-3,0.1953,-0.0275
0.0417,8.0922,-3.0459,0.0988,-0.0279,15,-3,0.1831,-0.0275
0.0437,8.4120,-3.3512,0.1027,-0.0307,14,-2,0.1709,-0.0183
0.0458,8.6767,-3.5949,0.1059,-0.0329,12,-2,0.1465,-0.0183
0.0479,8.8867,-3.7851,0.1085,-0.0347,10,-2,0.1221,-0.0183
0.0500,9.0434,-3.9297,0.1104,-0.0360,9,-1,0.1099,-0.0092
0.0521,9.1487,-4.0358,0.1117,-0.0369,7,-1,0.0854,-0.0092
0.0542,9.2044,-4.1098,0.1124,-0.0376,6,-1,0.0732,-0.0092
0.0563,9.2116,-4.1573,0.1124,-0.0381,5,-1,0.0610,-0.0092
0.0583,9.1707,-4.1828,0.1119,-0.0383,4,-1,0.0488,-0.0092
0.0604,9.0808,-4.1900,0.1108,-0.0384,3,-2,0.0366,-0.0183
0.0625,8.9395,-4.1819,0.1091,-0.0383,1,-2,0.0122,-0.0183
0.0646,8.7423,-4.1609,0.1067,-0.0381,0,-29,0.0000,-0.2655
0.0667,8.4831,-4.1306,0.1036,-0.0378,13,27,0.1587,0.2472
0.0688,8.1542,-4.0946,0.0995,-0.0375,15,-6,0.1831,-0.0549
0.0708,7.7484,-4.0551,0.0946,-0.0371,13,-5,0.1587,-0.0458
0.0729,7.2600,-4.0128,0.0886,-0.0367,12,-5,0.1465,-0.0458
0.0750,6.6846,-3.9681,0.0816,-0.0363,10,-5,0.1221,-0.0458
0.0771,6.0195,-3.9217,0.0735,-0.0359,8,-4,0.0977,-0.0366
0.0792,5.2626,-3.8746,0.0642,-0.0355,6,-4,0.0732,-0.0366
0.0813,4.4126,-3.8277,0.0539,-0.0350,5,-4,0.0610,-0.0366
0.0833,3.4686,-3.7823,0.0423,-0.0346,3,-3,0.0366,-0.0275
0.0854,2.4296,-3.7392,0.0297,-0.0342,1,-2,0.0122,-0.0183
0.0875,1.2946,-3.6993,0.0158,-0.0339,0,-2,0.0000,-0.0183
0.0896,0.0623,-3.6630,0.0008,-0.0335,-1,-2,-0.0122,-0.0183
0.0917,-1.2690,-3.6302,-0.0155,-0.0332,-3,-1,-0.0366,-0.0092
0.0938,-2.7013,-3.6001,-0.0330,-0.0330,-4,-1,-0.0488,-0.0092
0.0958,-4.2373,-3.5714,-0.0517,-0.0327,-7,-2,-0.0854,-0.0183
0.0979,-5.8799,-3.5426,-0.0718,-0.0324,-11,-30,-0.1343,-0.2747
0.1000,-7.6331,-3.5131,-0.0932,-0.0322,-1,27,-0.0122,0.2472
0.1021,-9.5007,-3.4831,-0.1160,-0.0319,0,-6,0.0000,-0.0549
0.1042,-11.4855,-3.4512,-0.1402,-0.0316,-5,-6,-0.0610,-0.0549
0.1062,-13.5884,-3.4150,-0.1659,-0.0313,-8,-6,-0.0977,-0.0549
0.1083,-15.8080,-3.3723,-0.1930,-0.0309,-11,-6,-0.1343,-0.0549
0.1104,-18.1415,-3.3216,-0.2215,-0.0304,-15,-5,-0.1831,-0.0458
0.1125,-20.5844,-3.2618,-0.2513,-0.0299,-17,-4,-0.2075,-0.0366
0.1146,-23.1313,-3.1926,-0.2824,-0.0292,-19,-4,-0.2319,-0.0366
0.1167,-25.7756,-3.1140,-0.3146,-0.0285,-21,-3,-0.2563,-0.0275
0.1187,-28.5096,-3.0260,-0.3480,-0.0277,-22,-3,-0.2686,-0.0275
0.1208,-31.3238,-2.9287,-0.3824,-0.0268,-24,-3,-0.2930,-0.0275
0.1229,-34.2072,-2.8224,-0.4176,-0.0258,-26,-2,-0.3174,-0.0183
0.1250,-37.1463,-2.7071,-0.4534,-0.0248,-29,-2,-0.3540,-0.0183
0.1271,-40.1255,-2.5827,-0.4898,-0.0236,-32,-2,-0.3906,-0.0183
0.1292,-43.1269,-2.4490,-0.5265,-0.0224,-39,-3,-0.4761,-0.0275
0.1313,-46.1305,-2.3061,-0.5631,-0.0211,-45,-30,-0.5493,-0.2747
0.1333,-49.1149,-2.1557,-0.5995,-0.0197,-38,27,-0.4639,0.2472
0.1354,-52.0571,-2.0005,-0.6355,-0.0183,-45,-5,-0.5493,-0.0458
0.1375,-54.9323,-1.8423,-0.6706,-0.0169,-55,-5,-0.6714,-0.0458
0.1396,-57.7140,-1.6818,-0.7045,-0.0154,-63,-4,-0.7690,-0.0366
0.1417,-60.3758,-1.5201,-0.7370,-0.0139,-71,-3,-0.8667,-0.0275
0.1437,-62.8926,-1.3588,-0.7677,-0.0124,-77,-2,-0.9399,-0.0183
0.1458,-65.2423,-1.2000,-0.7964,-0.0110,-82,-2,-1.0010,-0.0183
0.1479,-67.4068,-1.0460,-0.8228,-0.0096,-85,-1,-1.0376,-0.0092
0.1500,-69.3727,-0.8995,-0.8468,-0.0082,-88,0,-1.0742,0.0000
0.1521,-71.1319,-0.7629,-0.8683,-0.0070,-89,0,-1.0864,0.0000
0.1542,-72.6814,-0.6386,-0.8872,-0.0058,-90,0,-1.0986,0.0000
0.1562,-74.0236,-0.5287,-0.9036,-0.0048,-90,1,-1.0986,0.0092
0.1583,-75.1658,-0.4352,-0.9176,-0.0040,-90,1,-1.0986,0.0092
0.1604,-76.1202,-0.3594,-0.9292,-0.0033,-90,1,-1.0986,0.0092
0.1625,-76.9034,-0.3024,-0.9388,-0.0028,-91,1,-1.1108,0.0092
0.1646,-77.5359,-0.2655,-0.9465,-0.0024,-91,-27,-1.1108,-0.2472
0.1667,-78.0414,-0.2511,-0.9527,-0.0023,-13,27,-0.1587,0.2472
0.1688,-78.4410,-0.2623,-0.9575,-0.0024,-75,0,-0.9155,0.0000
0.1708,-78.7500,-0.3013,-0.9613,-0.0028,-76,0,-0.9277,0.0000
0.1729,-78.9780,-0.3686,-0.9641,-0.0034,-76,0,-0.9277,0.0000
0.1750,-79.1331,-0.4642,-0.9660,-0.0043,-76,0,-0.9277,0.0000
0.1771,-79.2222,-0.5880,-0.9671,-0.0054,-77,0,-0.9399,0.0000
0.1792,-79.2514,-0.7396,-0.9674,-0.0068,-78,0,-0.9521,0.0000
0.1812,-79.2264,-0.9186,-0.9671,-0.0084,-79,0,-0.9644,0.0000
0.1833,-79.1522,-1.1242,-0.9662,-0.0103,-80,0,-0.9766,0.0000
0.1854,-79.0340,-1.3555,-0.9648,-0.0124,-82,0,-1.0010,0.0000
0.1875,-78.8774,-1.6112,-0.9629,-0.0148,-83,0,-1.0132,0.0000
0.1896,-78.6886,-1.8896,-0.9606,-0.0173,-83,-1,-1.0132,-0.0092
0.1917,-78.4749,-2.1886,-0.9579,-0.0200,-84,0,-1.0254,0.0000
0.1938,-78.2451,-2.5056,-0.9551,-0.0229,-85,-2,-1.0376,-0.0183
0.1958,-78.0096,-2.8378,-0.9523,-0.0260,-85,-3,-1.0376,-0.0275
0.1979,-77.7807,-3.1827,-0.9495,-0.0291,-87,-30,-1.0620,-0.2747
0.2000,-77.5716,-3.5388,-0.9469,-0.0324,-15,27,-0.1831,0.2472
0.2021,-77.3923,-3.9058,-0.9447,-0.0358,-71,-6,-0.8667,-0.0549
0.2042,-77.2464,-4.2818,-0.9429,-0.0392,-73,-6,-0.8911,-0.0549
0.2062,-77.1318,-4.6639,-0.9416,-0.0427,-73,-6,-0.8911,-0.0549
0.2083,-77.0439,-5.0489,-0.9405,-0.0462,-74,-7,-0.9033,-0.0641
0.2104,-76.9770,-5.4340,-0.9397,-0.0497,-75,-7,-0.9155,-0.0641
0.2125,-76.9246,-5.8170,-0.9390,-0.0533,-77,-7,-0.9399,-0.0641
0.2146,-76.8795,-6.1963,-0.9385,-0.0567,-79,-7,-0.9644,-0.0641
0.2167,-76.8349,-6.5704,-0.9379,-0.0602,-80,-7,-0.9766,-0.0641
0.2188,-76.7841,-6.9381,-0.9373,-0.0635,-81,-7,-0.9888,-0.0641
0.2208,-76.7216,-7.2983,-0.9365,-0.0668,-82,-7,-1.0010,-0.0641
0.2229,-76.6431,-7.6502,-0.9356,-0.0700,-82,-7,-1.0010,-0.0641
0.2250,-76.5456,-7.9925,-0.9344,-0.0732,-84,-7,-1.0254,-0.0641
0.2271,-76.4281,-8.3239,-0.9330,-0.0762,-84,-8,-1.0254,-0.0732
0.2292,-76.2914,-8.6431,-0.9313,-0.0791,-85,-8,-1.0376,-0.0732
0.2312,-76.1388,-8.9488,-0.9294,-0.0819,-86,-36,-1.0498,-0.3296
0.2333,-75.9746,-9.2411,-0.9274,-0.0846,-2,27,-0.0244,0.2472
