time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-1.0250,26.9399,-0.0125,0.2466,-1,27,-0.0122,0.2472
0.0021,-1.0258,24.3617,-0.0125,0.2230,-1,-1,-0.0122,-0.0092
0.0042,-1.0264,21.8216,-0.0125,0.1998,-1,-1,-0.0122,-0.0092
0.0063,-1.0266,19.3528,-0.0125,0.1772,-1,-1,-0.0122,-0.0092
0.0083,-1.0263,16.9821,-0.0125,0.1555,-1,-1,-0.0122,-0.0092
0.0104,-1.0254,14.7306,-0.0125,0.1349,-1,-1,-0.0122,-0.0092
0.0125,-1.0240,12.6137,-0.0125,0.1155,-1,-1,-0.0122,-0.0092
0.0146,-1.0217,10.6425,-0.0125,0.0974,-1,-1,-0.0122,-0.0092
0.0167,-1.0186,8.8237,-0.0124,0.0808,-1,-1,-0.0122,-0.0092
0.0187,-1.0145,7.1609,-0.0124,0.0656,-1,-1,-0.0122,-0.0092
0.0208,-1.0093,5.6545,-0.0123,0.0518,-1,-1,-0.0122,-0.0092
0.0229,-1.0029,4.3026,-0.0122,0.0394,-1,-1,-0.0122,-0.0092
0.0250,-0.9951,3.1013,-0.0121,0.0284,-1,-1,-0.0122,-0.0092
0.0271,-0.9858,2.0451,-0.0120,0.0187,-1,-1,-0.0122,-0.0092
0.0292,-0.9749,1.1272,-0.0119,0.0103,-1,-1,-0.0122,-0.0092
0.0312,-0.9622,0.3394,-0.0117,0.0031,-1,-28,-0.0122,-0.2563
0.0333,-0.9477,-0.3284,-0.0116,-0.0030,-1,27,-0.0122,0.2472
0.0354,-0.9312,-0.8880,-0.0114,-0.0081,-1,-1,-0.0122,-0.0092
0.0375,-0.9127,-1.3500,-0.0111,-0.0124,-1,-1,-0.0122,-0.0092
0.0396,-0.8920,-1.7237,-0.0109,-0.0158,-1,-1,-0.0122,-0.0092
