time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-1.4080,27.6179,-0.0172,0.2528,-1,27,-0.0122,0.2472
0.0021,-1.3772,25.2797,-0.0168,0.2314,-1,-1,-0.0122,-0.0092
0.0042,-1.3329,23.0110,-0.0163,0.2107,-1,-1,-0.0122,-0.0092
0.0063,-1.2735,20.8464,-0.0155,0.1909,-1,-1,-0.0122,-0.0092
0.0083,-1.1968,18.8137,-0.0146,0.1722,-1,-1,-0.0122,-0.0092
0.0104,-1.1007,16.9343,-0.0134,0.1550,-1,-1,-0.0122,-0.0092
0.0125,-0.9833,15.2237,-0.0120,0.1394,-1,-1,-0.0122,-0.0092
0.0146,-0.8423,13.6921,-0.0103,0.1254,-1,-1,-0.0122,-0.0092
0.0167,-0.6755,12.3450,-0.0082,0.1130,-1,-1,-0.0122,-0.0092
0.0187,-0.4810,11.1834,-0.0059,0.1024,-1,-1,-0.0122,-0.0092
0.0208,-0.2567,10.2043,-0.0031,0.0934,-1,-1,-0.0122,-0.0092
0.0229,-0.0008,9.4011,-0.0000,0.0861,-1,-1,-0.0122,-0.0092
0.0250,0.2883,8.7640,0.0035,0.0802,-1,-1,-0.0122,-0.0092
0.0271,0.6119,8.2800,0.0075,0.0758,-1,-1,-0.0122,-0.0092
0.0292,0.9710,7.9331,0.0119,0.0726,-1,-1,-0.0122,-0.0092
0.0312,1.3659,7.7042,0.0167,0.0705,-1,-28,-0.0122,-0.2563
0.0333,1.7965,7.5701,0.0219,0.0693,1,27,0.0122,0.2472
0.0354,2.2626,7.5044,0.0276,0.0687,21,28,0.2563,0.2563
0.0375,2.7653,7.4821,0.0338,0.0685,15,27,0.1831,0.2472
0.0396,3.3085,7.4830,0.0404,0.0685,9,25,0.1099,0.2289
0.0417,3.8995,7.4925,0.0476,0.0686,5,22,0.0610,0.2014
0.0437,4.5473,7.5009,0.0555,0.0687,1,20,0.0122,0.1831
0.0458,5.2613,7.5031,0.0642,0.0687,-2,17,-0.0244,0.1556
0.0479,6.0502,7.4974,0.0739,0.0686,-4,12,-0.0488,0.1099
0.0500,6.9205,7.4848,0.0845,0.0685,-5,10,-0.0610,0.0916
0.0521,7.8757,7.4678,0.0961,0.0684,-4,7,-0.0488,0.0641
0.0542,8.9165,7.4498,0.1088,0.0682,-3,5,-0.0366,0.0458
0.0563,10.0396,7.4339,0.1226,0.0681,-1,3,-0.0122,0.0275
0.0583,11.2387,7.4226,0.1372,0.0680,2,1,0.0244,0.0092
0.0604,12.5042,7.4174,0.1526,0.0679,5,0,0.0610,0.0000
0.0625,13.8237,7.4174,0.1687,0.0679,9,-2,0.1099,-0.0183
0.0646,15.1829,7.4195,0.1853,0.0679,13,-29,0.1587,-0.2655
0.0667,16.5659,7.4163,0.2022,0.0679,9,27,0.1099,0.2472
0.0688,17.9557,7.3974,0.2192,0.0677,43,24,0.5249,0.2197
0.0708,19.3368,7.3530,0.2360,0.0673,40,23,0.4883,0.2106
0.0729,20.6974,7.2776,0.2527,0.0666,38,22,0.4639,0.2014
0.0750,22.0316,7.1703,0.2689,0.0656,35,19,0.4272,0.1740
0.0771,23.3382,7.0341,0.2849,0.0644,33,17,0.4028,0.1556
0.0792,24.6200,6.8758,0.3005,0.0630,31,13,0.3784,0.1190
0.0813,25.8828,6.7049,0.3160,0.0614,29,10,0.3540,0.0916
0.0833,27.1342,6.5327,0.3312,0.0598,27,6,0.3296,0.0549
0.0854,28.3826,6.3714,0.3465,0.0583,26,4,0.3174,0.0366
0.0875,29.6368,6.2334,0.3618,0.0571,25,1,0.3052,0.0092
0.0896,30.9047,6.1300,0.3773,0.0561,25,-2,0.3052,-0.0183
0.0917,32.1929,6.0714,0.3930,0.0556,26,-4,0.3174,-0.0366
0.0938,33.5067,6.0650,0.4090,0.0555,27,-6,0.3296,-0.0549
0.0958,34.8491,6.1157,0.4254,0.0560,28,-7,0.3418,-0.0641
0.0979,36.2217,6.2242,0.4422,0.0570,30,-35,0.3662,-0.3204
0.1000,37.6234,6.3860,0.4593,0.0585,6,27,0.0732,0.2472
0.1021,39.0497,6.5927,0.4767,0.0604,55,18,0.6714,0.1648
0.1042,40.4937,6.8358,0.4943,0.0626,51,17,0.6226,0.1556
0.1062,41.9484,7.1098,0.5121,0.0651,48,15,0.5859,0.1373
0.1083,43.4091,7.4122,0.5299,0.0679,45,13,0.5493,0.1190
0.1104,44.8730,7.7429,0.5478,0.0709,43,10,0.5249,0.0916
0.1125,46.3379,8.1031,0.5656,0.0742,41,8,0.5005,0.0732
0.1146,47.8010,8.4951,0.5835,0.0778,40,6,0.4883,0.0549
0.1167,49.2580,8.9208,0.6013,0.0817,41,4,0.5005,0.0366
0.1187,50.7027,9.3818,0.6189,0.0859,41,4,0.5005,0.0366
0.1208,52.1263,9.8780,0.6363,0.0904,43,3,0.5249,0.0275
0.1229,53.5175,10.4080,0.6533,0.0953,46,2,0.5615,0.0183
0.1250,54.8623,10.9683,0.6697,0.1004,50,3,0.6104,0.0275
0.1271,56.1447,11.5529,0.6854,0.1058,53,2,0.6470,0.0183
0.1292,57.3471,12.1536,0.7000,0.1113,56,3,0.6836,0.0275
0.1313,58.4511,12.7587,0.7135,0.1168,59,-24,0.7202,-0.2197
0.1333,59.4363,13.3526,0.7255,0.1222,-20,27,-0.2441,0.2472
0.1354,60.2768,13.9156,0.7358,0.1274,89,31,1.0864,0.2838
0.1375,60.9408,14.4287,0.7439,0.1321,86,30,1.0498,0.2747
0.1396,61.3956,14.8760,0.7495,0.1362,82,30,1.0010,0.2747
0.1417,61.6143,15.2467,0.7521,0.1396,78,28,0.9521,0.2563
0.1437,61.5756,15.5340,0.7517,0.1422,75,27,0.9155,0.2472
0.1458,61.2635,15.7350,0.7478,0.1441,73,24,0.8911,0.2197
0.1479,60.6661,15.8499,0.7406,0.1451,73,22,0.8911,0.2014
0.1500,59.7752,15.8817,0.7297,0.1454,72,20,0.8789,0.1831
0.1521,58.5863,15.8349,0.7152,0.1450,73,18,0.8911,0.1648
0.1542,57.0988,15.7155,0.6970,0.1439,74,18,0.9033,0.1648
0.1562,55.3164,15.5303,0.6752,0.1422,77,17,0.9399,0.1556
0.1583,53.2479,15.2867,0.6500,0.1400,79,15,0.9644,0.1373
0.1604,50.9088,14.9924,0.6214,0.1373,81,16,0.9888,0.1465
0.1625,48.3219,14.6553,0.5899,0.1342,83,14,1.0132,0.1282
0.1646,45.5191,14.2831,0.5557,0.1308,82,-10,1.0010,-0.0916
0.1667,42.5404,13.8817,0.5193,0.1271,-10,28,-0.1221,0.2563
0.1688,39.4306,13.4559,0.4813,0.1232,111,39,1.3550,0.3571
0.1708,36.2366,13.0119,0.4423,0.1191,10,2,0.1221,0.0183
0.1729,33.0071,12.5581,0.4029,0.1150,-18,-23,-0.2197,-0.2106
0.1750,29.7882,12.1005,0.3636,0.1108,-2,-6,-0.0244,-0.0549
0.1771,26.6160,11.6401,0.3249,0.1066,-24,28,-0.2930,0.2563
0.1792,23.5149,11.1743,0.2870,0.1023,-12,27,-0.1465,0.2472
0.1812,20.4970,10.7012,0.2502,0.0980,-5,-13,-0.0610,-0.1190
0.1833,17.5638,10.2198,0.2144,0.0936,-7,10,-0.0854,0.0916
0.1854,14.7076,9.7282,0.1795,0.0891,-55,31,-0.6714,0.2838
0.1875,11.9106,9.2247,0.1454,0.0845,47,7,0.5737,0.0641
0.1896,9.1493,8.7094,0.1117,0.0797,92,16,1.1230,0.1465
0.1917,6.4060,8.1844,0.0782,0.0749,75,25,0.9155,0.2289
0.1938,3.6794,7.6548,0.0449,0.0701,71,27,0.8667,0.2472
