time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-1.8363,27.3960,-0.0224,0.2508,-1,27,-0.0122,0.2472
0.0021,-1.9130,24.8722,-0.0234,0.2277,-1,-1,-0.0122,-0.0092
0.0042,-1.9882,22.3878,-0.0243,0.2050,-1,-1,-0.0122,-0.0092
0.0063,-2.0600,19.9753,-0.0251,0.1829,-1,-1,-0.0122,-0.0092
0.0083,-2.1265,17.6607,-0.0260,0.1617,-1,-1,-0.0122,-0.0092
0.0104,-2.1853,15.4638,-0.0267,0.1416,-1,-1,-0.0122,-0.0092
0.0125,-2.2336,13.3989,-0.0273,0.1227,-1,-1,-0.0122,-0.0092
0.0146,-2.2685,11.4754,-0.0277,0.1051,-1,-1,-0.0122,-0.0092
0.0167,-2.2866,9.6984,-0.0279,0.0888,-1,-1,-0.0122,-0.0092
0.0187,-2.2842,8.0693,-0.0279,0.0739,-1,-1,-0.0122,-0.0092
0.0208,-2.2570,6.5864,-0.0276,0.0603,-1,-1,-0.0122,-0.0092
0.0229,-2.2007,5.2453,-0.0269,0.0480,-1,-1,-0.0122,-0.0092
0.0250,-2.1102,4.0391,-0.0258,0.0370,-1,-1,-0.0122,-0.0092
0.0271,-1.9804,2.9593,-0.0242,0.0271,-1,-1,-0.0122,-0.0092
0.0292,-1.8057,1.9958,-0.0220,0.0183,-1,-1,-0.0122,-0.0092
0.0312,-1.5803,1.1368,-0.0193,0.0104,-1,-28,-0.0122,-0.2563
0.0333,-1.2982,0.3682,-0.0158,0.0034,0,27,0.0000,0.2472
0.0354,-0.9529,-0.3257,-0.0116,-0.0030,0,-1,0.0000,-0.0092
0.0375,-0.5378,-0.9600,-0.0066,-0.0088,0,-1,0.0000,-0.0092
0.0396,-0.0461,-1.5484,-0.0006,-0.0142,0,-1,0.0000,-0.0092
0.0417,0.5292,-2.1040,0.0065,-0.0193,0,-1,0.0000,-0.0092
0.0437,1.1951,-2.6398,0.0146,-0.0242,0,-1,0.0000,-0.0092
0.0458,1.9586,-3.1685,0.0239,-0.0290,0,-1,0.0000,-0.0092
0.0479,2.8261,-3.7023,0.0345,-0.0339,0,-1,0.0000,-0.0092
0.0500,3.8035,-4.2528,0.0464,-0.0389,0,0,0.0000,0.0000
0.0521,4.8958,-4.8307,0.0598,-0.0442,0,-1,0.0000,-0.0092
0.0542,6.1069,-5.4454,0.0745,-0.0499,0,0,0.0000,0.0000
0.0563,7.4392,-6.1054,0.0908,-0.0559,-1,1,-0.0122,0.0092
0.0583,8.8934,-6.8171,0.1086,-0.0624,0,1,0.0000,0.0092
0.0604,10.4675,-7.5853,0.1278,-0.0694,0,2,0.0000,0.0183
0.0625,12.1570,-8.4121,0.1484,-0.0770,0,1,0.0000,0.0092
0.0646,13.9543,-9.2977,0.1703,-0.0851,0,-25,0.0000,-0.2289
0.0667,15.8482,-10.2406,0.1935,-0.0938,3,27,0.0366,0.2472
0.0688,17.8238,-11.2374,0.2176,-0.1029,5,-2,0.0610,-0.0183
0.0708,19.8620,-12.2809,0.2425,-0.1124,10,-5,0.1221,-0.0458
0.0729,21.9408,-13.3594,0.2678,-0.1223,18,-8,0.2197,-0.0732
0.0750,24.0353,-14.4590,0.2934,-0.1324,24,-11,0.2930,-0.1007
0.0771,26.1193,-15.5639,0.3188,-0.1425,34,-16,0.4150,-0.1465
0.0792,28.1673,-16.6576,0.3438,-0.1525,39,-22,0.4761,-0.2014
0.0813,30.1551,-17.7240,0.3681,-0.1623,43,-25,0.5249,-0.2289
0.0833,32.0619,-18.7481,0.3914,-0.1716,46,-30,0.5615,-0.2747
0.0854,33.8704,-19.7173,0.4135,-0.1805,49,-32,0.5981,-0.2930
