time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-1.0023,27.0451,-0.0122,0.2476,-1,27,-0.0122,0.2472
0.0021,-1.0043,24.4697,-0.0123,0.2240,-1,-1,-0.0122,-0.0092
0.0042,-1.0065,21.9308,-0.0123,0.2008,-1,-1,-0.0122,-0.0092
0.0063,-1.0091,19.4614,-0.0123,0.1782,-1,-1,-0.0122,-0.0092
0.0083,-1.0121,17.0881,-0.0124,0.1564,-1,-1,-0.0122,-0.0092
0.0104,-1.0154,14.8312,-0.0124,0.1358,-1,-1,-0.0122,-0.0092
0.0125,-1.0191,12.7061,-0.0124,0.1163,-1,-1,-0.0122,-0.0092
0.0146,-1.0231,10.7232,-0.0125,0.0982,-1,-1,-0.0122,-0.0092
0.0167,-1.0276,8.8889,-0.0125,0.0814,-1,-1,-0.0122,-0.0092
0.0187,-1.0325,7.2062,-0.0126,0.0660,-1,-1,-0.0122,-0.0092
0.0208,-1.0377,5.6749,-0.0127,0.0520,-1,-1,-0.0122,-0.0092
0.0229,-1.0433,4.2927,-0.0127,0.0393,-1,-1,-0.0122,-0.0092
0.0250,-1.0493,3.0551,-0.0128,0.0280,-1,-1,-0.0122,-0.0092
0.0271,-1.0555,1.9561,-0.0129,0.0179,-1,-1,-0.0122,-0.0092
0.0292,-1.0619,0.9884,-0.0130,0.0090,-1,-1,-0.0122,-0.0092
0.0312,-1.0684,0.1433,-0.0130,0.0013,-1,-28,-0.0122,-0.2563
0.0333,-1.0750,-0.5898,-0.0131,-0.0054,-1,27,-0.0122,0.2472
0.0354,-1.0815,-1.2230,-0.0132,-0.0112,-1,-1,-0.0122,-0.0092
0.0375,-1.0879,-1.7673,-0.0133,-0.0162,-1,-1,-0.0122,-0.0092
0.0396,-1.0938,-2.2321,-0.0134,-0.0204,-1,-1,-0.0122,-0.0092
0.0417,-1.0992,-2.6262,-0.0134,-0.0240,-1,0,-0.0122,0.0000
0.0437,-1.1038,-2.9576,-0.0135,-0.0271,-1,-1,-0.0122,-0.0092
0.0458,-1.1074,-3.2342,-0.0135,-0.0296,-1,-1,-0.0122,-0.0092
0.0479,-1.1097,-3.4628,-0.0135,-0.0317,-2,-1,-0.0244,-0.0092
0.0500,-1.1105,-3.6498,-0.0136,-0.0334,-1,-1,-0.0122,-0.0092
0.0521,-1.1097,-3.8009,-0.0135,-0.0348,-1,-1,-0.0122,-0.0092
0.0542,-1.1072,-3.9209,-0.0135,-0.0359,-1,-1,-0.0122,-0.0092
0.0563,-1.1028,-4.0138,-0.0135,-0.0367,-2,0,-0.0244,0.0000
0.0583,-1.0966,-4.0826,-0.0134,-0.0374,-1,-1,-0.0122,-0.0092
0.0604,-1.0886,-4.1294,-0.0133,-0.0378,-1,-1,-0.0122,-0.0092
0.0625,-1.0788,-4.1554,-0.0132,-0.0380,0,-1,0.0000,-0.0092
0.0646,-1.0672,-4.1612,-0.0130,-0.0381,1,-28,0.0122,-0.2563
0.0667,-1.0535,-4.1479,-0.0129,-0.0380,-1,27,-0.0122,0.2472
0.0688,-1.0369,-4.1168,-0.0127,-0.0377,0,-5,0.0000,-0.0458
0.0708,-1.0167,-4.0680,-0.0124,-0.0372,-9,-28,-0.1099,-0.2563
0.0729,-0.9925,-4.0015,-0.0121,-0.0366,-1,-9,-0.0122,-0.0824
0.0750,-0.9649,-3.9200,-0.0118,-0.0359,-1,-2,-0.0122,-0.0183
0.0771,-0.9347,-3.8282,-0.0114,-0.0350,0,1,0.0000,0.0092
0.0792,-0.9032,-3.7309,-0.0110,-0.0342,-1,-1,-0.0122,-0.0092
0.0813,-0.8713,-3.6322,-0.0106,-0.0333,0,-1,0.0000,-0.0092
0.0833,-0.8399,-3.5353,-0.0103,-0.0324,0,-1,0.0000,-0.0092
0.0854,-0.8096,-3.4424,-0.0099,-0.0315,0,-1,0.0000,-0.0092
0.0875,-0.7809,-3.3550,-0.0095,-0.0307,-1,-1,-0.0122,-0.0092
0.0896,-0.7540,-3.2741,-0.0092,-0.0300,0,-1,0.0000,-0.0092
0.0917,-0.7293,-3.1998,-0.0089,-0.0293,-1,-1,-0.0122,-0.0092
0.0938,-0.7068,-3.1315,-0.0086,-0.0287,0,-1,0.0000,-0.0092
0.0958,-0.6865,-3.0681,-0.0084,-0.0281,0,-2,0.0000,-0.0183
0.0979,-0.6683,-3.0083,-0.0082,-0.0275,0,-29,0.0000,-0.2655
0.1000,-0.6520,-2.9520,-0.0080,-0.0270,-1,27,-0.0122,0.2472
0.1021,-0.6372,-2.8996,-0.0078,-0.0265,-2,-1,-0.0244,-0.0092
0.1042,-0.6236,-2.8503,-0.0076,-0.0261,-1,-26,-0.0122,-0.2380
0.1062,-0.6112,-2.8030,-0.0075,-0.0257,-1,-1,-0.0122,-0.0092
0.1083,-0.6000,-2.7584,-0.0073,-0.0253,-1,0,-0.0122,0.0000
0.1104,-0.5903,-2.7184,-0.0072,-0.0249,-1,-2,-0.0122,-0.0183
0.1125,-0.5825,-2.6849,-0.0071,-0.0246,0,-1,0.0000,-0.0092
0.1146,-0.5769,-2.6591,-0.0070,-0.0243,-1,-1,-0.0122,-0.0092
0.1167,-0.5739,-2.6419,-0.0070,-0.0242,-1,-1,-0.0122,-0.0092
0.1187,-0.5741,-2.6338,-0.0070,-0.0241,0,-1,0.0000,-0.0092
0.1208,-0.5777,-2.6348,-0.0071,-0.0241,0,-1,0.0000,-0.0092
0.1229,-0.5853,-2.6441,-0.0071,-0.0242,0,-1,0.0000,-0.0092
0.1250,-0.5969,-2.6609,-0.0073,-0.0244,0,-1,0.0000,-0.0092
0.1271,-0.6127,-2.6837,-0.0075,-0.0246,0,-1,0.0000,-0.0092
0.1292,-0.6326,-2.7103,-0.0077,-0.0248,-1,-1,-0.0122,-0.0092
0.1313,-0.6563,-2.7388,-0.0080,-0.0251,-2,-28,-0.0244,-0.2563
0.1333,-0.6838,-2.7681,-0.0083,-0.0253,-2,27,-0.0244,0.2472
0.1354,-0.7152,-2.7978,-0.0087,-0.0256,2,-3,0.0244,-0.0275
0.1375,-0.7507,-2.8261,-0.0092,-0.0259,-1,-28,-0.0122,-0.2563
0.1396,-0.7904,-2.8516,-0.0096,-0.0261,-1,-2,-0.0122,-0.0183
0.1417,-0.8341,-2.8751,-0.0102,-0.0263,-1,-1,-0.0122,-0.0092
0.1437,-0.8818,-2.8989,-0.0108,-0.0265,0,-1,0.0000,-0.0092
0.1458,-0.9333,-2.9253,-0.0114,-0.0268,0,-1,0.0000,-0.0092
0.1479,-0.9882,-2.9560,-0.0121,-0.0271,-1,-1,-0.0122,-0.0092
0.1500,-1.0462,-2.9924,-0.0128,-0.0274,-1,-1,-0.0122,-0.0092
0.1521,-1.1066,-3.0349,-0.0135,-0.0278,-1,-1,-0.0122,-0.0092
0.1542,-1.1689,-3.0838,-0.0143,-0.0282,-1,0,-0.0122,0.0000
0.1562,-1.2325,-3.1382,-0.0150,-0.0287,-1,0,-0.0122,0.0000
