time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-1.0092,26.7544,-0.0123,0.2449,-1,27,-0.0122,0.2472
0.0021,-1.0123,24.1386,-0.0124,0.2210,-1,-1,-0.0122,-0.0092
0.0042,-1.0157,21.5574,-0.0124,0.1974,-1,-1,-0.0122,-0.0092
0.0063,-1.0196,19.0440,-0.0124,0.1744,-1,-1,-0.0122,-0.0092
0.0083,-1.0239,16.6256,-0.0125,0.1522,-1,-1,-0.0122,-0.0092
0.0104,-1.0286,14.3233,-0.0126,0.1311,-1,-1,-0.0122,-0.0092
0.0125,-1.0338,12.1531,-0.0126,0.1113,-1,-1,-0.0122,-0.0092
0.0146,-1.0393,10.1263,-0.0127,0.0927,-1,-1,-0.0122,-0.0092
0.0167,-1.0452,8.2504,-0.0128,0.0755,-1,-1,-0.0122,-0.0092
0.0187,-1.0515,6.5297,-0.0128,0.0598,-1,-1,-0.0122,-0.0092
0.0208,-1.0581,4.9655,-0.0129,0.0455,-1,-1,-0.0122,-0.0092
0.0229,-1.0650,3.5571,-0.0130,0.0326,-1,-1,-0.0122,-0.0092
0.0250,-1.0720,2.3018,-0.0131,0.0211,-1,-1,-0.0122,-0.0092
0.0271,-1.0790,1.1956,-0.0132,0.0109,-1,-1,-0.0122,-0.0092
0.0292,-1.0861,0.2337,-0.0133,0.0021,-1,-1,-0.0122,-0.0092
0.0312,-1.0929,-0.5903,-0.0133,-0.0054,-1,-28,-0.0122,-0.2563
0.0333,-1.0994,-1.2841,-0.0134,-0.0118,-2,27,-0.0244,0.2472
0.0354,-1.1054,-1.8575,-0.0135,-0.0170,-2,-28,-0.0244,-0.2563
0.0375,-1.1111,-2.3210,-0.0136,-0.0212,-1,-15,-0.0122,-0.1373
0.0396,-1.1166,-2.6874,-0.0136,-0.0246,1,-1,0.0122,-0.0092
0.0417,-1.1221,-2.9719,-0.0137,-0.0272,-3,27,-0.0366,0.2472
0.0437,-1.1276,-3.1883,-0.0138,-0.0292,-1,-1,-0.0122,-0.0092
0.0458,-1.1332,-3.3472,-0.0138,-0.0306,0,-1,0.0000,-0.0092
0.0479,-1.1389,-3.4564,-0.0139,-0.0316,-1,-1,-0.0122,-0.0092
0.0500,-1.1447,-3.5227,-0.0140,-0.0323,-1,-1,-0.0122,-0.0092
0.0521,-1.1504,-3.5518,-0.0140,-0.0325,-1,-2,-0.0122,-0.0183
0.0542,-1.1558,-3.5492,-0.0141,-0.0325,-2,-1,-0.0244,-0.0092
0.0563,-1.1608,-3.5194,-0.0142,-0.0322,-1,-1,-0.0122,-0.0092
0.0583,-1.1653,-3.4665,-0.0142,-0.0317,-2,-1,-0.0244,-0.0092
0.0604,-1.1692,-3.3936,-0.0143,-0.0311,-1,-2,-0.0122,-0.0183
