time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-0.9180,26.8779,-0.0112,0.2461,-1,27,-0.0122,0.2472
0.0021,-0.8911,24.2850,-0.0109,0.2223,-1,-1,-0.0122,-0.0092
0.0042,-0.8609,21.7287,-0.0105,0.1989,-1,-1,-0.0122,-0.0092
0.0063,-0.8271,19.2421,-0.0101,0.1762,-1,-1,-0.0122,-0.0092
0.0083,-0.7897,16.8522,-0.0096,0.1543,-1,-1,-0.0122,-0.0092
0.0104,-0.7486,14.5798,-0.0091,0.1335,-1,-1,-0.0122,-0.0092
0.0125,-0.7040,12.4408,-0.0086,0.1139,-1,-1,-0.0122,-0.0092
0.0146,-0.6558,10.4462,-0.0080,0.0956,-1,-1,-0.0122,-0.0092
0.0167,-0.6043,8.6030,-0.0074,0.0788,-1,-1,-0.0122,-0.0092
0.0187,-0.5498,6.9149,-0.0067,0.0633,-1,-1,-0.0122,-0.0092
0.0208,-0.4928,5.3827,-0.0060,0.0493,-1,-1,-0.0122,-0.0092
0.0229,-0.4337,4.0049,-0.0053,0.0367,-1,-1,-0.0122,-0.0092
0.0250,-0.3732,2.7781,-0.0046,0.0254,-1,-1,-0.0122,-0.0092
0.0271,-0.3123,1.6972,-0.0038,0.0155,-1,-1,-0.0122,-0.0092
0.0292,-0.2519,0.7561,-0.0031,0.0069,-1,-1,-0.0122,-0.0092
0.0312,-0.1933,-0.0524,-0.0024,-0.0005,-1,-28,-0.0122,-0.2563
0.0333,-0.1381,-0.7379,-0.0017,-0.0068,-1,27,-0.0122,0.2472
0.0354,-0.0878,-1.3111,-0.0011,-0.0120,-1,-4,-0.0122,-0.0366
0.0375,-0.0443,-1.7823,-0.0005,-0.0163,15,-26,0.1831,-0.2380
0.0396,-0.0082,-2.1625,-0.0001,-0.0198,-1,-2,-0.0122,-0.0183
0.0417,0.0212,-2.4643,0.0003,-0.0226,-2,25,-0.0244,0.2289
0.0437,0.0454,-2.7004,0.0006,-0.0247,-1,-1,-0.0122,-0.0092
0.0458,0.0658,-2.8805,0.0008,-0.0264,-1,-1,-0.0122,-0.0092
0.0479,0.0835,-3.0120,0.0010,-0.0276,0,-1,0.0000,-0.0092
0.0500,0.0992,-3.1012,0.0012,-0.0284,0,-1,0.0000,-0.0092
0.0521,0.1137,-3.1538,0.0014,-0.0289,0,-1,0.0000,-0.0092
0.0542,0.1277,-3.1751,0.0016,-0.0291,0,-1,0.0000,-0.0092
0.0563,0.1416,-3.1694,0.0017,-0.0290,0,-1,0.0000,-0.0092
0.0583,0.1562,-3.1408,0.0019,-0.0288,-1,-1,-0.0122,-0.0092
0.0604,0.1717,-3.0923,0.0021,-0.0283,-1,-1,-0.0122,-0.0092
0.0625,0.1884,-3.0266,0.0023,-0.0277,-1,-1,-0.0122,-0.0092
0.0646,0.2061,-2.9463,0.0025,-0.0270,0,-28,0.0000,-0.2563
0.0667,0.2245,-2.8546,0.0027,-0.0261,0,27,0.0000,0.2472
0.0688,0.2429,-2.7553,0.0030,-0.0252,-1,-3,-0.0122,-0.0275
0.0708,0.2609,-2.6511,0.0032,-0.0243,6,-28,0.0732,-0.2563
0.0729,0.2778,-2.5451,0.0034,-0.0233,-1,-4,-0.0122,-0.0366
0.0750,0.2940,-2.4419,0.0036,-0.0224,-1,24,-0.0122,0.2197
0.0771,0.3094,-2.3465,0.0038,-0.0215,0,-2,0.0000,-0.0183
0.0792,0.3243,-2.2614,0.0040,-0.0207,1,-1,0.0122,-0.0092
0.0813,0.3385,-2.1870,0.0041,-0.0200,0,-1,0.0000,-0.0092
0.0833,0.3520,-2.1230,0.0043,-0.0194,1,-2,0.0122,-0.0183
0.0854,0.3648,-2.0689,0.0045,-0.0189,-1,-1,-0.0122,-0.0092
0.0875,0.3770,-2.0237,0.0046,-0.0185,2,-1,0.0244,-0.0092
0.0896,0.3884,-1.9864,0.0047,-0.0182,1,-1,0.0122,-0.0092
0.0917,0.3994,-1.9558,0.0049,-0.0179,1,-1,0.0122,-0.0092
0.0938,0.4102,-1.9302,0.0050,-0.0177,1,-2,0.0122,-0.0183
0.0958,0.4214,-1.9077,0.0051,-0.0175,1,-1,0.0122,-0.0092
0.0979,0.4337,-1.8870,0.0053,-0.0173,1,-28,0.0122,-0.2563
0.1000,0.4482,-1.8677,0.0055,-0.0171,0,27,0.0000,0.2472
0.1021,0.4656,-1.8506,0.0057,-0.0169,-1,-5,-0.0122,-0.0458
0.1042,0.4868,-1.8354,0.0059,-0.0168,-1,-28,-0.0122,-0.2563
0.1062,0.5124,-1.8230,0.0063,-0.0167,-1,-5,-0.0122,-0.0458
0.1083,0.5423,-1.8162,0.0066,-0.0166,-2,25,-0.0244,0.2289
0.1104,0.5761,-1.8186,0.0070,-0.0166,-1,-2,-0.0122,-0.0183
0.1125,0.6129,-1.8311,0.0075,-0.0168,2,-1,0.0244,-0.0092
0.1146,0.6514,-1.8530,0.0080,-0.0170,2,-2,0.0244,-0.0183
0.1167,0.6904,-1.8829,0.0084,-0.0172,1,-2,0.0122,-0.0183
