time[s],horizontal_motion[pixel],vertical_motion[pixel],horizontal_motion[deg],vertical_motion[deg],horizontal_motion_raw[pixel],vertical_motion_raw[pixel],horizontal_motion_raw[deg],vertical_motion_raw[deg]
0.0000,-0.9803,26.9611,-0.0120,0.2468,-1,27,-0.0122,0.2472
0.0021,-0.9685,24.3969,-0.0118,0.2234,-1,-1,-0.0122,-0.0092
0.0042,-0.9549,21.8728,-0.0117,0.2003,-1,-1,-0.0122,-0.0092
0.0063,-0.9394,19.4224,-0.0115,0.1778,-1,-1,-0.0122,-0.0092
0.0083,-0.9218,17.0725,-0.0113,0.1563,-1,-1,-0.0122,-0.0092
0.0104,-0.9022,14.8442,-0.0110,0.1359,-1,-1,-0.0122,-0.0092
0.0125,-0.8804,12.7533,-0.0107,0.1168,-1,-1,-0.0122,-0.0092
0.0146,-0.8564,10.8106,-0.0105,0.0990,-1,-1,-0.0122,-0.0092
0.0167,-0.8303,9.0230,-0.0101,0.0826,-1,-1,-0.0122,-0.0092
0.0187,-0.8021,7.3939,-0.0098,0.0677,-1,-1,-0.0122,-0.0092
0.0208,-0.7718,5.9238,-0.0094,0.0542,-1,-1,-0.0122,-0.0092
0.0229,-0.7397,4.6104,-0.0090,0.0422,-1,-1,-0.0122,-0.0092
0.0250,-0.7060,3.4496,-0.0086,0.0316,-1,-1,-0.0122,-0.0092
0.0271,-0.6709,2.4356,-0.0082,0.0223,-1,-1,-0.0122,-0.0092
0.0292,-0.6349,1.5612,-0.0078,0.0143,-1,-1,-0.0122,-0.0092
0.0312,-0.5985,0.8176,-0.0073,0.0075,-1,-28,-0.0122,-0.2563
0.0333,-0.5623,0.1938,-0.0069,0.0018,0,27,0.0000,0.2472
0.0354,-0.5268,-0.3226,-0.0064,-0.0030,0,0,0.0000,0.0000
0.0375,-0.4925,-0.7431,-0.0060,-0.0068,0,1,0.0000,0.0092
0.0396,-0.4600,-1.0778,-0.0056,-0.0099,0,0,0.0000,0.0000
0.0417,-0.4294,-1.3358,-0.0052,-0.0122,0,0,0.0000,0.0000
0.0437,-0.4008,-1.5258,-0.0049,-0.0140,-1,0,-0.0122,0.0000
0.0458,-0.3744,-1.6562,-0.0046,-0.0152,-1,0,-0.0122,0.0000
0.0479,-0.3503,-1.7349,-0.0043,-0.0159,-1,0,-0.0122,0.0000
0.0500,-0.3289,-1.7694,-0.0040,-0.0162,-2,1,-0.0244,0.0092
0.0521,-0.3108,-1.7664,-0.0038,-0.0162,0,0,0.0000,0.0000
0.0542,-0.2969,-1.7322,-0.0036,-0.0159,0,0,0.0000,0.0000
0.0563,-0.2880,-1.6724,-0.0035,-0.0153,0,3,0.0000,0.0275
0.0583,-0.2850,-1.5916,-0.0035,-0.0146,1,1,0.0122,0.0092
0.0604,-0.2886,-1.4940,-0.0035,-0.0137,-1,-3,-0.0122,-0.0275
0.0625,-0.2992,-1.3828,-0.0037,-0.0127,1,2,0.0122,0.0183
0.0646,-0.3175,-1.2615,-0.0039,-0.0115,-1,-27,-0.0122,-0.2472
0.0667,-0.3437,-1.1347,-0.0042,-0.0104,-1,27,-0.0122,0.2472
0.0688,-0.3782,-1.0073,-0.0046,-0.0092,-1,-1,-0.0122,-0.0092
0.0708,-0.4218,-0.8831,-0.0051,-0.0081,0,1,0.0000,0.0092
0.0729,-0.4750,-0.7642,-0.0058,-0.0070,0,1,0.0000,0.0092
0.0750,-0.5385,-0.6517,-0.0066,-0.0060,1,0,0.0122,0.0000
0.0771,-0.6127,-0.5463,-0.0075,-0.0050,1,-1,0.0122,-0.0092
0.0792,-0.6976,-0.4485,-0.0085,-0.0041,0,0,0.0000,0.0000
0.0813,-0.7930,-0.3587,-0.0097,-0.0033,-1,0,-0.0122,0.0000
0.0833,-0.8983,-0.2775,-0.0110,-0.0025,-1,1,-0.0122,0.0092
0.0854,-1.0130,-0.2050,-0.0124,-0.0019,-2,-1,-0.0244,-0.0092
0.0875,-1.1368,-0.1413,-0.0139,-0.0013,-2,1,-0.0244,0.0092
0.0896,-1.2692,-0.0865,-0.0155,-0.0008,-1,-1,-0.0122,-0.0092
0.0917,-1.4104,-0.0405,-0.0172,-0.0004,-1,1,-0.0122,0.0092
0.0938,-1.5601,-0.0031,-0.0190,-0.0000,-2,2,-0.0244,0.0183
0.0958,-1.7183,0.0258,-0.0210,0.0002,-1,1,-0.0122,0.0092
0.0979,-1.8848,0.0466,-0.0230,0.0004,-1,-27,-0.0122,-0.2472
0.1000,-2.0593,0.0581,-0.0251,0.0005,-1,27,-0.0122,0.2472
0.1021,-2.2412,0.0586,-0.0274,0.0005,1,2,0.0122,0.0183
0.1042,-2.4296,0.0472,-0.0297,0.0004,-3,1,-0.0366,0.0092
0.1062,-2.6230,0.0251,-0.0320,0.0002,-4,1,-0.0488,0.0092
0.1083,-2.8199,-0.0059,-0.0344,-0.0001,-3,1,-0.0366,0.0092
0.1104,-3.0191,-0.0436,-0.0369,-0.0004,-4,1,-0.0488,0.0092
0.1125,-3.2194,-0.0853,-0.0393,-0.0008,-4,0,-0.0488,0.0000
0.1146,-3.4199,-0.1285,-0.0417,-0.0012,-3,1,-0.0366,0.0092
